SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
91,Student 4,Semester 6,FIN401,Foundations of Finance ,4,A-,9.0,8.59
92,Student 4,Semester 1,CSE111,Digital Circuits,4,B,8.2,8.2
93,Student 4,Semester 8,CSE565,Software Defined Networking,4,B,8.0,8.55
94,Student 4,Semester 8,CSE502,Foundations of Parallel Programming,4,B-,8.0,8.55
95,Student 4,Semester 5,CSE340*,Image Analysis ,4,A-,8.4,8.52
96,Student 4,Semester 8,CSE499,BTech Project,4,A,8.0,8.55
97,Student 4,Semester 1,CSE101,Introduction to Programming,4,B,8.2,8.2
98,Student 4,Semester 6,HSS999B,Distance Course in HSS,1,S,9.0,8.59
99,Student 4,Semester 6,CSE501,Designing Human-Centered Systems,4,A-,9.0,8.59
100,Student 4,Semester 4,MTH502*,Number Theory,4,B,8.1,8.55
101,Student 4,Semester 1,COM101,Communication Skills,4,A-,8.2,8.2
102,Student 4,Semester 5,CSE999A,Distance Course in CSE,2,S,8.4,8.52
103,Student 4,Semester 7,CSE506,Data Mining,4,B,8.75,8.62
104,Student 4,Semester 6,CSE635,Programming Cloud Services for Mobile Applications,4,A,9.0,8.59
105,Student 5,Semester 2,CSE112,Computer Organisation,4,B-,7.6,7.9
106,Student 5,Semester 4,CSE232,Computer Networks,4,B-,7.6,7.8
107,Student 5,Semester 8,CSE999A,Distance Course in CSE,2,S,9.0,8.21
108,Student 5,Semester 8,CSE609,Statistical Computation,4,B-,9.0,8.21
109,Student 5,Semester 6,CSE507,Database System Implementation,4,A-,8.5,7.83
110,Student 5,Semester 8,FIN401,Foundations of Finance ,4,A,9.0,8.21
111,Student 5,Semester 7,CSE555,Introduction To Spatial Computing,4,A,8.0,7.86
112,Student 5,Semester 7,FIN402,Valuation and Portfolio Management,4,C,8.0,7.86
113,Student 5,Semester 4,COM301A,Technical Communication,2,B,7.6,7.8
114,Student 5,Semester 2,DES130,Introduction to Engineering Design,4,B,7.6,7.9
115,Student 5,Semester 3,CSE201,Advanced Programming,4,B-,7.8,7.87
116,Student 5,Semester 1,CSE131,System Management,4,B,8.2,8.2
117,Student 5,Semester 6,CSE565,Software Defined Networking,4,A,8.5,7.83
118,Student 5,Semester 8,CSE499,BTech Project,4,A,9.0,8.21
119,Student 5,Semester 6,CSE560,GPU Computing,4,W,8.5,7.83
120,Student 5,Semester 8,FIN398,Independent Study,4,A,9.0,8.21
121,Student 5,Summer Term 2,CSE200A,Competitive Programming,2,B,8.0,7.8
122,Student 5,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,7.6,7.8
123,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,D,7.6,7.9
124,Student 5,Semester 1,CSE111,Digital Circuits,4,A-,8.2,8.2
125,Student 5,Semester 6,CSE999B2,Distance Course in CSE,1,S,8.5,7.83
126,Student 5,Semester 6,CSE999B3,Distance Course in CSE,1,X,8.5,7.83
127,Student 5,Semester 4,CSE322,Theory of Computation,4,A,7.6,7.8
128,Student 5,Semester 1,CSE101,Introduction to Programming,4,B-,8.2,8.2
129,Student 5,Semester 3,CSE121,Discrete Mathematics,4,A,7.8,7.87
130,Student 5,Semester 1,MTH100,Maths I,4,A-,8.2,8.2
131,Student 5,Semester 2,HSS213*,Issues in Contemporary World,4,A-,7.6,7.9
132,Student 5,Semester 2,MTH201,Probability and Statistics ,4,A,7.6,7.9
133,Student 5,Semester 7,CSE499,BTech Project,4,B,8.0,7.86
134,Student 5,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.6,7.8
135,Student 5,Semester 3,MTH203,Maths III,4,B,7.8,7.87
136,Student 5,Semester 5,HSS204*,Introduction to Psychology,4,B,7.4,7.73
137,Student 5,Semester 5,CSE521,Logic for Computer Science,4,A-,7.4,7.73
138,Student 5,Semester 3,ECO301,Introduction to Economic Analysis,4,B,7.8,7.87
139,Student 5,Semester 3,CSE231,Operating Systems ,4,C,7.8,7.87
140,Student 5,Semester 6,HSS216*,Positive Psychology,4,B-,8.5,7.83
141,Student 5,Semester 4,ESC205A,Environmental Sciences,2,B,7.6,7.8
142,Student 5,Summer Term 4,FIN398,Independent Study,4,B,8.0,8.21
143,Student 5,Semester 7,CSE343,Machine Learning,4,C,8.0,7.86
144,Student 5,Semester 7,CSE506,Data Mining,4,A,8.0,7.86
145,Student 5,Semester 5,CSE503,Program Analysis,4,D,7.4,7.73
146,Student 5,Semester 1,COM101,Communication Skills,4,B,8.2,8.2
147,Student 5,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,9.0,8.21
148,Student 5,Semester 5,CSE643,Artificial Intelligence,4,B,7.4,7.73
149,Student 5,Semester 5,CSE301,Compilers,4,B,7.4,7.73
150,Student 5,Semester 6,ECO304*,Introduction to Game Theory,4,B,8.5,7.83
151,Student 6,Semester 2,CSE112,Computer Organisation,4,B,6.4,6.8
152,Student 6,Semester 9,BIO562,Stochastic Simulation and Systems Biology,4,A-,8.83,7.78
153,Student 6,Summer Term 4,CSE499,BTech Project,4,A-,9.0,7.7
154,Student 6,Semester 2,MTH201,Probability and Statistics ,4,B,6.4,6.8
155,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,6.5,7.45
156,Student 6,Semester 3,ESC205,Environmental Sciences,4,A,8.6,7.4
157,Student 6,Semester 8,CSE508,Information Retrieval,4,A-,8.4,7.65
158,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,C-,6.4,6.8
159,Student 6,Semester 9,CSE499B,BTech Project,6,A-,8.83,7.78
160,Student 6,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A,6.5,7.45
161,Student 6,Semester 5,CSE340*,Image Analysis ,4,A-,8.4,7.65
162,Student 6,Semester 3,HSS202*,Perspectives on Knowledge,4,B,8.6,7.4
163,Student 6,Semester 8,CSE565,Software Defined Networking,4,A-,8.4,7.65
164,Student 6,Semester 7,CSE345,Foundations of Computer Security,4,B,6.75,7.52
165,Student 6,Semester 9,ESC999A,Distance Course in ESC,2,S,8.83,7.78
166,Student 6,Semester 7,CSE643,Artificial Intelligence,4,A-,6.75,7.52
167,Student 6,Semester 2,DES130,Introduction to Engineering Design,4,C,6.4,6.8
168,Student 6,Semester 7,PHY301,Physics,4,D,6.75,7.52
169,Student 6,Semester 8,CSE399,Independent Project,4,A,8.4,7.65
170,Student 6,Semester 8,CSE222,Analysis and Design of Algorithms,4,B-,8.4,7.65
171,Student 6,Semester 2,HSS101*,Technology and Society,4,C-,6.4,6.8
172,Student 6,Semester 3,CSE121,Discrete Mathematics,4,B,8.6,7.4
173,Student 6,Semester 4,MTH502*,Number Theory,4,C,6.5,7.45
174,Student 6,Semester 1,CSE111,Digital Circuits,4,B,7.2,7.2
175,Student 6,Semester 1,COM101,Communication Skills,4,A-,7.2,7.2
176,Student 6,Semester 4,COM301A,Technical Communication,2,B-,6.5,7.45
177,Student 6,Semester 5,CSE506,Data Mining,4,B,8.4,7.65
178,Student 6,Summer Term 4,CSE999B,Distance Course in CSE,1,S,9.0,7.7
179,Student 6,Semester 1,MTH100,Maths I,4,C,7.2,7.2
180,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.5,7.45
181,Student 6,Semester 5,HSS204*,Introduction to Psychology,4,B-,8.4,7.65
182,Student 6,Semester 3,CSE231,Operating Systems ,4,A-,8.6,7.4
183,Student 6,Semester 1,CSE131,System Management,4,B-,7.2,7.2
184,Student 6,Semester 5,CSE399,Independent Project,4,A-,8.4,7.65
185,Student 6,Semester 9,HSS223A*,Introduction to Poetry,2,B,8.83,7.78
186,Student 6,Semester 1,CSE101,Introduction to Programming,4,C,7.2,7.2
187,Student 6,Semester 7,CSE343,Machine Learning,4,C,6.75,7.52
188,Student 6,Semester 3,CSE201,Advanced Programming,4,B,8.6,7.4
189,Student 6,Semester 4,CSE232,Computer Networks,4,A-,6.5,7.45
190,Student 6,Semester 8,FIN401,Foundations of Finance ,4,B-,8.4,7.65
191,Student 6,Summer Term 4,CSE999B2,Distance Course in CSE,1,S,9.0,7.7
192,Student 6,Semester 5,CSE535,Mobile Computing,4,A-,8.4,7.65
193,Student 7,Semester 7,CSE555,Introduction To Spatial Computing,4,C-,6.0,6.7
194,Student 7,Semester 8,HSS203A*,Introduction to Study of Literature,2,B-,7.22,6.77
195,Student 7,Summer Term 3,CSE511,Computer Architecture,4,W,2.0,6.83
196,Student 7,Summer Term 3,CSE200A,Competitive Programming,2,F,2.0,6.83
197,Student 7,Semester 6,PHY303,Opto-Electronics,4,W,6.8,6.83
198,Student 7,Semester 6,HSS216*,Positive Psychology,4,C-,6.8,6.83
199,Student 7,Semester 2,MTH201,Probability and Statistics ,4,C,6.6,6.56
200,Student 7,Semester 1,CSE131,System Management,4,C,5.6,6.5
201,Student 7,Semester 6,CSE999B2,Distance Course in CSE,1,S,6.8,6.83
202,Student 7,Semester 6,CSE530,Distributed Systems,4,C,6.8,6.83
203,Student 7,Semester 6,FIN401,Foundations of Finance ,4,B-,6.8,6.83
204,Student 7,Semester 8,CSE999C,Distance Course in CSE,3,S,7.22,6.77
205,Student 7,Semester 3,HSS202*,Perspectives on Knowledge,4,B,7.0,6.71
206,Student 7,Semester 3,ESC205,Environmental Sciences,4,B,7.0,6.71
207,Student 7,Semester 1,CSE101,Introduction to Programming,4,F,5.6,6.5
208,Student 7,Semester 7,HSS222*,Philosophy of Literature,4,B-,6.0,6.7
209,Student 7,Semester 6,DES399,Independent Project,4,A,6.8,6.83
210,Student 7,Semester 4,MTH303,Graph Theory,4,W,6.38,6.64
211,Student 7,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,7.22,6.77
212,Student 7,Semester 2,DES130,Introduction to Engineering Design,4,C,6.6,6.56
213,Student 7,Semester 7,CSE343,Machine Learning,4,W,6.0,6.7
214,Student 7,Semester 2,CSE112,Computer Organisation,4,B-,6.6,6.56
215,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,C,6.6,6.56
216,Student 7,Semester 7,CSE506,Data Mining,4,D,6.0,6.7
217,Student 7,Semester 8,CSE524,Theory of Modern Cryptography,4,B,7.22,6.77
218,Student 7,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.38,6.64
219,Student 7,Semester 4,CSE232,Computer Networks,4,C,6.38,6.64
220,Student 7,Semester 4,COM301A,Technical Communication,2,B-,6.38,6.64
221,Student 7,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A,6.38,6.64
222,Student 7,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.38,6.64
223,Student 7,Semester 1,MTH100,Maths I,4,C-,5.6,6.5
224,Student 7,Semester 3,CSE121,Discrete Mathematics,4,B-,7.0,6.71
225,Student 7,Semester 7,FIN402,Valuation and Portfolio Management,4,C,6.0,6.7
226,Student 7,Semester 6,CSE501,Designing Human-Centered Systems,4,C,6.8,6.83
227,Student 7,Semester 1,COM101,Communication Skills,4,A,5.6,6.5
228,Student 7,Semester 1,CSE111,Digital Circuits,4,C-,5.6,6.5
229,Student 7,Semester 7,BIO303*,Introduction to Mathematical Biology,4,B,6.0,6.7
230,Student 7,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B,6.6,6.56
231,Student 7,Semester 8,CSE508,Information Retrieval,4,C-,7.22,6.77
232,Student 7,Semester 5,PHY301,Physics,4,B,7.75,6.84
233,Student 7,Semester 5,CSE101,Introduction to Programming,4,B-,7.75,6.84
234,Student 7,Semester 5,CSE534,Advanced Networks,4,W,7.75,6.84
235,Student 7,Semester 5,CSE345,Foundations of Computer Security,4,A-,7.75,6.84
236,Student 7,Semester 5,ECO301,Introduction to Economic Analysis,4,B-,7.75,6.84
237,Student 7,Semester 3,CSE231,Operating Systems ,4,C-,7.0,6.71
238,Student 7,Semester 3,CSE201,Advanced Programming,4,B-,7.0,6.71
239,Student 7,Semester 8,HSS218*,Philosophy of Religion,4,B,7.22,6.77
240,Student 7,Semester 8,CSE999A,Distance Course in CSE,2,S,7.22,6.77
241,Student 8,Semester 1,COM101,Communication Skills,4,F,2.6,5.0
242,Student 8,Semester 2,MTH201,Probability and Statistics ,4,F,3.75,4.5
243,Student 8,Semester 1,MTH100,Maths I,4,C-,2.6,5.0
244,Student 8,Semester 1,CSE131,System Management,4,F,2.6,5.0
245,Student 8,Semester 2,CSE112,Computer Organisation,4,D,3.75,4.5
246,Student 8,Semester 1,CSE111,Digital Circuits,4,F,2.6,5.0
247,Student 8,Semester 2,DES130,Introduction to Engineering Design,4,C-,3.75,4.5
248,Student 8,Semester 1,CSE101,Introduction to Programming,4,F,2.6,5.0
249,Student 8,Semester 2,CSE102,Data Structures and Algorithms,4,D,3.75,4.5
250,Student 9,Semester 5,CSE333,Computer Graphics,4,B,8.6,7.88
251,Student 9,Semester 8,CSE508,Information Retrieval,4,B,8.36,8.29
252,Student 9,Semester 5,CSE535,Mobile Computing,4,A,8.6,7.88
253,Student 9,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B,7.4,8.0
254,Student 9,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,7.0,7.71
255,Student 9,Semester 5,HSS204*,Introduction to Psychology,4,A-,8.6,7.88
256,Student 9,Semester 5,CSE506,Data Mining,4,B,8.6,7.88
257,Student 9,Semester 2,MTH201,Probability and Statistics ,4,C,7.4,8.0
258,Student 9,Semester 7,PHY301,Physics,4,C-,8.27,8.28
259,Student 9,Semester 7,CSE640,Collaborative Filtering,4,B-,8.27,8.28
260,Student 9,Semester 1,CSE131,System Management,4,A-,8.6,8.6
261,Student 9,Semester 3,CSE230,System Administration,2,A,7.82,7.94
262,Student 9,Semester 3,ESC205,Environmental Sciences,4,A,7.82,7.94
263,Student 9,Semester 3,CSE201,Advanced Programming,4,B,7.82,7.94
264,Student 9,Semester 7,CSE499B,BTech Project,6,A-,8.27,8.28
265,Student 9,Semester 8,CSE499B,BTech Project,6,A,8.36,8.29
266,Student 9,Semester 1,CSE111,Digital Circuits,4,A-,8.6,8.6
267,Student 9,Semester 2,CSE102,Data Structures and Algorithms,4,B-,7.4,8.0
268,Student 9,Semester 3,CSE231,Operating Systems ,4,C,7.82,7.94
269,Student 9,Semester 3,HSS202*,Perspectives on Knowledge,4,B-,7.82,7.94
270,Student 9,Semester 4,MTH502*,Number Theory,4,C,7.0,7.71
271,Student 9,Semester 1,CSE101,Introduction to Programming,4,A-,8.6,8.6
272,Student 9,Semester 3,CSE121,Discrete Mathematics,4,B-,7.82,7.94
273,Student 9,Semester 8,FIN401,Foundations of Finance ,4,B,8.36,8.29
274,Student 9,Semester 8,CSE507,Database System Implementation,4,C,8.36,8.29
275,Student 9,Semester 6,CSE565,Software Defined Networking,4,B,8.8,8.17
276,Student 9,Semester 1,MTH100,Maths I,4,B,8.6,8.6
277,Student 9,Semester 6,CSE501,Designing Human-Centered Systems,4,A,8.8,8.17
278,Student 9,Semester 2,DES130,Introduction to Engineering Design,4,B,7.4,8.0
279,Student 9,Semester 4,CSE233,Network Administration,2,A,7.0,7.71
280,Student 9,Semester 6,HSS216*,Positive Psychology,4,B,8.8,8.17
281,Student 9,Semester 2,CSE112,Computer Organisation,4,B,7.4,8.0
282,Student 9,Semester 7,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,A,8.27,8.28
283,Student 9,Semester 6,ECO302,Applied Econometric Analysis,4,A,8.8,8.17
284,Student 9,Semester 7,CSE576,Smart Sensing for Internet of Things,4,A,8.27,8.28
285,Student 9,Semester 8,HSS399,Independent Project,4,A-,8.36,8.29
286,Student 9,Semester 1,COM101,Communication Skills,4,B,8.6,8.6
287,Student 9,Semester 5,CSE350,Network Security,4,B,8.6,7.88
288,Student 9,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,7.0,7.71
289,Student 9,Semester 6,CSE530,Distributed Systems,4,B,8.8,8.17
290,Student 9,Semester 4,CSE232,Computer Networks,4,B-,7.0,7.71
291,Student 9,Semester 4,COM301A,Technical Communication,2,B,7.0,7.71
292,Student 10,Semester 1,CSE111,Digital Circuits,4,B,7.2,7.2
293,Student 10,Semester 8,CSE609,Statistical Computation,4,A,8.0,7.85
294,Student 10,Semester 5,CSE534,Advanced Networks,4,B,8.0,7.3
295,Student 10,Summer Term 3,CSE398A-1,Independent Study,4,A-,9.0,7.66
296,Student 10,Semester 5,CSE535,Mobile Computing,4,A,8.0,7.3
297,Student 10,Semester 5,CSE201,Advanced Programming,4,B-,8.0,7.3
298,Student 10,Semester 5,CSE350,Network Security,4,B,8.0,7.3
299,Student 10,Semester 8,CSE999A,Distance Course in CSE,2,X,8.0,7.85
300,Student 10,Semester 2,MTH201,Probability and Statistics ,4,B-,4.5,6.5
301,Student 10,Semester 2,CSE112,Computer Organisation,4,D,4.5,6.5
302,Student 10,Semester 8,HSS220*,IT & Governance,4,B,8.0,7.85
303,Student 10,Semester 1,MTH100,Maths I,4,A-,7.2,7.2
304,Student 10,Summer Term 3,ESC999B,Distance Course in ESC,1,S,9.0,7.66
305,Student 10,Semester 1,COM101,Communication Skills,4,B,7.2,7.2
306,Student 10,Semester 7,CSE576,Smart Sensing for Internet of Things,4,A,7.6,7.83
307,Student 10,Semester 1,CSE101,Introduction to Programming,4,D,7.2,7.2
308,Student 10,Summer Term 3,CSE999A2,Distance Course in CSE,2,S,9.0,7.66
309,Student 10,Semester 8,CSE565,Software Defined Networking,4,B-,8.0,7.85
310,Student 10,Summer Term 3,ECE999B,Distance Course in ECE,1,S,9.0,7.66
311,Student 10,Semester 1,CSE131,System Management,4,B-,7.2,7.2
312,Student 10,Semester 7,CSE499,BTech Project,4,F,7.6,7.83
313,Student 10,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,8.0,7.85
314,Student 10,Semester 6,CSE530,Distributed Systems,4,A-,9.0,7.61
315,Student 10,Semester 6,HSS216*,Positive Psychology,4,A-,9.0,7.61
316,Student 10,Semester 6,CSE102,Data Structures and Algorithms,4,B,9.0,7.61
317,Student 10,Semester 6,PHY303,Opto-Electronics,4,A-,9.0,7.61
318,Student 10,Semester 2,CSE102,Data Structures and Algorithms,4,F,4.5,6.5
319,Student 10,Semester 7,CSE555,Introduction To Spatial Computing,4,C,7.6,7.83
320,Student 10,Semester 2,DES130,Introduction to Engineering Design,4,C-,4.5,6.5
321,Student 10,Semester 7,PHY301,Physics,4,A,7.6,7.83
322,Student 10,Semester 3,CSE231,Operating Systems ,4,B,6.8,7.0
323,Student 10,Semester 3,CSE121,Discrete Mathematics,4,B-,6.8,7.0
324,Student 10,Semester 3,CSE201,Advanced Programming,4,F,6.8,7.0
325,Student 10,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.3,7.09
326,Student 10,Semester 4,MTH303,Graph Theory,4,B-,7.3,7.09
327,Student 10,Semester 4,COM301A,Technical Communication,2,A,7.3,7.09
328,Student 10,Semester 6,CSE524,Theory of Modern Cryptography,4,A,9.0,7.61
329,Student 10,Semester 3,HSS215*,Cultural Anthropology,4,B-,6.8,7.0
330,Student 10,Semester 4,CSE232,Computer Networks,4,B,7.3,7.09
331,Student 10,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,7.3,7.09
332,Student 10,Semester 4,ESC205A,Environmental Sciences,2,A-,7.3,7.09
333,Student 10,Semester 5,HSS204*,Introduction to Psychology,4,B-,8.0,7.3
334,Student 10,Semester 2,HSS101*,Technology and Society,4,W,4.5,6.5
335,Student 10,Semester 7,BIO303*,Introduction to Mathematical Biology,4,A+,7.6,7.83
336,Student 10,Semester 8,FIN401,Foundations of Finance ,4,B-,8.0,7.85
337,Student 10,Semester 3,MTH203,Maths III,4,A,6.8,7.0
338,Student 11,Semester 1,CSE131,System Management,4,C-,5.5,5.5
339,Student 11,Semester 1,COM101,Communication Skills,4,B,5.5,5.5
340,Student 11,Semester 1,MTH100,Maths I,4,D,5.5,5.5
341,Student 11,Semester 1,CSE111,Digital Circuits,4,C-,5.5,5.5
342,Student 11,Semester 1,CSE101,Introduction to Programming,4,I,5.5,5.5
343,Student 12,Semester 3,CSE201,Advanced Programming,4,C-,7.2,7.27
344,Student 12,Semester 6,HSS220*,IT & Governance,4,A-,9.4,7.9
345,Student 12,Semester 3,HSS202*,Perspectives on Knowledge,4,B,7.2,7.27
346,Student 12,Semester 6,HSS398,Independent Study,4,A-,9.4,7.9
347,Student 12,Semester 1,MTH100,Maths I,4,C,7.4,7.4
348,Student 12,Semester 8,HSS226A*,Indian Poetry Through The Ages,2,A,8.0,8.07
349,Student 12,Semester 8,HSS216*,Positive Psychology,4,A-,8.0,8.07
