SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
26,Student 1,Semester 3,CSE231,Operating Systems ,4,C-,6.8,6.4
27,Student 1,Semester 4,COM301,Technical Communication,4,A-,6.8,6.5
28,Student 1,Semester 8,FIN401,Foundations of Finance ,4,F,6.8,6.89
29,Student 1,Semester 8,CSE530,Distributed Systems,4,C,6.8,6.89
30,Student 1,Semester 1,CSE101,Introduction to Programming,4,B-,6.6,6.6
31,Student 1,Semester 3,CSE121,Discrete Mathematics,4,C-,6.8,6.4
32,Student 1,Semester 3,COM201,Critical Reading,4,B,6.8,6.4
33,Student 1,Semester 4,CSE202,Fundamentals of Database Systems,4,C,6.8,6.5
34,Student 1,Semester 4,CSE232,Computer Networks,4,C-,6.8,6.5
35,Student 1,Semester 7,CSE535,Mobile Computing,4,C-,6.0,6.76
36,Student 1,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,6.8,6.5
37,Student 1,Semester 1,CSE131,System Management,4,B-,6.6,6.6
38,Student 1,Semester 7,PHY301,Physics,4,B-,6.0,6.76
39,Student 1,Semester 6,CSE561,Probabilistic Graphical Models,4,B-,7.75,6.89
40,Student 1,Semester 6,CSE694F,Multimedia Security,4,W,7.75,6.89
41,Student 2,Semester 1,CSE111,Digital Circuits,4,,,
42,Student 2,Semester 1,MTH100,Maths I,4,,,
43,Student 2,Semester 1,CSE131,System Management,4,,,
44,Student 2,Semester 1,CSE101,Introduction to Programming,4,,,
45,Student 2,Semester 1,COM101,Communication Skills,4,C,,
46,Student 3,Semester 5,CSE693B,Special Topics in Test Engineering,2,A,8.67,8.33
47,Student 3,Semester 1,CSE111,Digital Circuits,4,B,8.4,8.4
48,Student 3,Semester 7,PHY301,Physics,4,A-,8.67,8.37
49,Student 3,Semester 2,DES130,Introduction to Engineering Design,4,A,9.2,8.8
50,Student 3,Semester 1,MTH100,Maths I,4,B,8.4,8.4
51,Student 3,Semester 3,COM201,Critical Reading,4,A,8.4,8.67
52,Student 3,Semester 1,COM101,Communication Skills,4,A-,8.4,8.4
53,Student 3,Semester 3,ESC205,Environmental Sciences,4,A,8.4,8.67
54,Student 3,Semester 5,CSE350,Network Security,4,B-,8.67,8.33
55,Student 3,Semester 2,HSS205*,Introduction to Sociology,4,B-,9.2,8.8
56,Student 3,Semester 5,CSE301,Compilers,4,B-,8.67,8.33
57,Student 3,Semester 6,HSS203*,Introduction to the study of Literature,4,A-,7.2,8.35
58,Student 3,Semester 6,CSE304,Practice of Programming,4,B-,7.2,8.35
59,Student 3,Semester 6,CSE399,Independent Project,4,F,7.2,8.35
60,Student 3,Semester 8,HSS220*,IT & Governance,4,B,9.0,8.45
61,Student 3,Semester 8,HSS398,Independent Study,4,A,9.0,8.45
62,Student 3,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,7.0,8.25
63,Student 3,Semester 4,CSE322,Theory of Computation,4,C,7.0,8.25
64,Student 3,Semester 6,MTH502*,Number Theory,4,B,7.2,8.35
65,Student 3,Semester 6,CSE999A,Distance Course in CSE,2,S,7.2,8.35
66,Student 3,Semester 4,COM301,Technical Communication,4,A-,7.0,8.25
67,Student 3,Semester 8,DES302,Animations and Graphics,4,A-,9.0,8.45
68,Student 3,Semester 3,CSE201,Advanced Programming,4,B-,8.4,8.67
69,Student 3,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,7.0,8.25
70,Student 3,Semester 8,CSE530,Distributed Systems,4,A,9.0,8.45
71,Student 3,Semester 4,CSE232,Computer Networks,4,C,7.0,8.25
72,Student 3,Semester 1,CSE131,System Management,4,A-,8.4,8.4
73,Student 3,Semester 2,MTH201,Probability and Statistics ,4,A,9.2,8.8
74,Student 3,Semester 2,CSE102,Data Structures and Algorithms,4,A-,9.2,8.8
75,Student 3,Semester 2,CSE112,Computer Organisation,4,A,9.2,8.8
76,Student 3,Semester 6,PHY303,Opto-Electronics,4,A,7.2,8.35
77,Student 3,Semester 5,CSE539,Cellular Data Networks,4,A,8.67,8.33
78,Student 3,Semester 1,CSE101,Introduction to Programming,4,B,8.4,8.4
79,Student 3,Summer Term 3,HSS399,Independent Project,4,B,8.0,8.46
80,Student 3,Semester 3,CSE121,Discrete Mathematics,4,B-,8.4,8.67
81,Student 3,Semester 3,CSE231,Operating Systems ,4,B,8.4,8.67
82,Student 3,Semester 5,FIN401,Foundations of Finance ,4,A,8.67,8.33
83,Student 3,Semester 8,CSE501,Designing Human-Centered Systems,4,B,9.0,8.45
84,Student 3,Semester 7,HSS204*,Introduction to Psychology,4,B-,8.67,8.37
85,Student 3,Semester 7,CSE345,Foundations of Computer Security,4,A,8.67,8.37
86,Student 4,Semester 3,CSE121,Discrete Mathematics,4,F,5.4,6.29
87,Student 4,Semester 8,FIN401,Foundations of Finance ,4,D,3.83,6.52
88,Student 4,Semester 4,COM301,Technical Communication,4,B,5.6,6.33
89,Student 4,Semester 1,CSE131,System Management,4,A-,6.4,6.4
90,Student 4,Semester 5,CSE121,Discrete Mathematics,4,F,6.2,6.5
91,Student 4,Semester 4,CSE202,Fundamentals of Database Systems,4,C,5.6,6.33
92,Student 4,Semester 9,FIN402,Valuation and Portfolio Management,4,F,2.0,6.52
93,Student 4,Semester 10,HSS218*,Philosophy of Religion,4,D,4.0,6.36
94,Student 4,Semester 10,CSE651,Topics in Adaptive Cybersecurity,4,C,4.0,6.36
95,Student 4,Semester 10,CSE561,Probabilistic Graphical Models,4,F,4.0,6.36
96,Student 4,Semester 1,MTH100,Maths I,4,D,6.4,6.4
97,Student 4,Semester 9,CSE121,Discrete Mathematics,4,F,2.0,6.52
98,Student 4,Semester 1,CSE111,Digital Circuits,4,C,6.4,6.4
99,Student 4,Semester 5,CSE506,Data Mining,4,D,6.2,6.5
100,Student 4,Semester 9,CSE555,Introduction To Spatial Computing,4,F,2.0,6.52
101,Student 4,Semester 1,CSE101,Introduction to Programming,4,C-,6.4,6.4
102,Student 4,Semester 9,CSE536,Robotic Systems,4,W,2.0,6.52
103,Student 4,Semester 9,HSS221*,Many Delhis: The Politics of Identity and Difference,4,F,2.0,6.52
104,Student 4,Semester 9,CSE345,Foundations of Computer Security,4,F,2.0,6.52
105,Student 4,Semester 4,BIO303*,Introduction to Mathematical Biology,4,B-,5.6,6.33
106,Student 4,Semester 10,CSE222,Analysis and Design of Algorithms,4,D,4.0,6.36
107,Student 4,Semester 6,CSE999A,Distance Course in CSE,2,W,6.6,6.69
108,Student 4,Semester 11,CSE345,Foundations of Computer Security,4,F,3.5,6.32
109,Student 4,Semester 6,CSE501,Designing Human-Centered Systems,4,B,6.6,6.69
110,Student 4,Semester 11,HSS230*,Introduction to Media in Society,4,C-,3.5,6.32
111,Student 4,Semester 6,DES302,Animations and Graphics,4,B,6.6,6.69
112,Student 4,Semester 12,CSE999A2,Distance Course in CSE,2,S,,
113,Student 4,Summer Term 3,HSS398,Independent Study,4,B,8.0,6.74
114,Student 4,Semester 5,DES303*,Non Linear Editing,4,B-,6.2,6.5
115,Student 4,Semester 5,HSS211*,Theatre Appreciation,4,A-,6.2,6.5
116,Student 4,Semester 8,CSE561,Probabilistic Graphical Models,4,F,3.83,6.52
117,Student 4,Semester 8,CSE352,Security Engineering,4,F,3.83,6.52
118,Student 4,Semester 8,CSE222,Analysis and Design of Algorithms,4,F,3.83,6.52
119,Student 4,Semester 8,HSS220*,IT & Governance,4,B-,3.83,6.52
120,Student 4,Semester 12,CSE999A,Distance Course in CSE,2,S,,
121,Student 4,Semester 6,CSE530,Distributed Systems,4,B-,6.6,6.69
122,Student 4,Semester 5,CSE539,Cellular Data Networks,4,A-,6.2,6.5
123,Student 4,Semester 7,CSE121,Discrete Mathematics,4,F,4.5,6.6
124,Student 4,Semester 2,MTH201,Probability and Statistics ,4,C-,6.2,6.3
125,Student 4,Semester 2,CSE102,Data Structures and Algorithms,4,D,6.2,6.3
126,Student 4,Semester 2,CSE112,Computer Organisation,4,C,6.2,6.3
127,Student 4,Semester 3,COM201,Critical Reading,4,B,5.4,6.29
128,Student 4,Semester 2,HSS202*,Perspectives on Knowledge,4,B,6.2,6.3
129,Student 4,Semester 3,ESC205,Environmental Sciences,4,B-,5.4,6.29
130,Student 4,Semester 3,CSE231,Operating Systems ,4,C,5.4,6.29
131,Student 4,Semester 6,HSS216*,Positive Psychology,4,B,6.6,6.69
132,Student 4,Semester 3,CSE201,Advanced Programming,4,D,5.4,6.29
133,Student 4,Summer Term 4,CSE511,Computer Architecture,4,F,2.0,6.52
134,Student 4,Semester 8,CSE508,Information Retrieval,4,C,3.83,6.52
135,Student 4,Semester 2,DES130,Introduction to Engineering Design,4,B,6.2,6.3
136,Student 4,Semester 7,CSE350,Network Security,4,C-,4.5,6.6
137,Student 4,Semester 7,CSE534,Advanced Networks,4,W,4.5,6.6
138,Student 4,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,5.6,6.33
139,Student 4,Semester 4,CSE232,Computer Networks,4,C-,5.6,6.33
140,Student 4,Semester 7,CSE535,Mobile Computing,4,C-,4.5,6.6
141,Student 4,Semester 1,COM101,Communication Skills,4,B,6.4,6.4
142,Student 4,Semester 7,HSS204*,Introduction to Psychology,4,C,4.5,6.6
143,Student 4,Semester 6,CSE222,Analysis and Design of Algorithms,4,F,6.6,6.69
144,Student 5,Semester 1,COM101,Communication Skills,4,A-,8.6,8.6
145,Student 5,Semester 1,MTH100,Maths I,4,B,8.6,8.6
146,Student 5,Semester 2,DES130,Introduction to Engineering Design,4,A-,9.0,8.8
147,Student 5,Semester 6,CSE499C,External BTech Project,12,A,10.0,8.82
148,Student 5,Semester 2,MTH201,Probability and Statistics ,4,B,9.0,8.8
149,Student 5,Semester 3,BIO302,Molecular Biology and Biochemistry,4,A-,8.8,8.8
150,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,A-,9.0,8.8
151,Student 5,Semester 3,CSE231,Operating Systems ,4,A,8.8,8.8
152,Student 5,Semester 5,CSE300,Software Engineering ,4,C,8.6,8.68
153,Student 5,Semester 8,ECO304*,Introduction to Game Theory,4,C,7.6,8.76
154,Student 5,Semester 8,HSS216*,Positive Psychology,4,A-,7.6,8.76
155,Student 5,Semester 7,DES303*,Non Linear Editing,4,A,9.6,8.94
156,Student 5,Semester 3,CSE121,Discrete Mathematics,4,B,8.8,8.8
157,Student 5,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.4,8.7
158,Student 5,Semester 5,CSE340*,Image Analysis ,4,A-,8.6,8.68
159,Student 5,Semester 4,COM301,Technical Communication,4,A-,8.4,8.7
160,Student 5,Semester 4,ESC205,Environmental Sciences,4,B,8.4,8.7
161,Student 5,Semester 8,CSE399,Independent Project,4,A,7.6,8.76
162,Student 5,Semester 5,CSE535,Mobile Computing,4,A-,8.6,8.68
163,Student 5,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,8.4,8.7
164,Student 5,Semester 7,HSS204*,Introduction to Psychology,4,A,9.6,8.94
165,Student 5,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,A,9.0,8.8
166,Student 5,Semester 7,CSE343,Machine Learning,4,A-,9.6,8.94
167,Student 5,Semester 4,CSE232,Computer Networks,4,B,8.4,8.7
168,Student 5,Semester 1,CSE111,Digital Circuits,4,A-,8.6,8.6
169,Student 5,Semester 5,CSE345,Foundations of Computer Security,4,A,8.6,8.68
170,Student 5,Semester 8,CSE352,Security Engineering,4,B,7.6,8.76
171,Student 5,Semester 7,CSE503,Program Analysis,4,A-,9.6,8.94
172,Student 5,Semester 7,CSE399,Independent Project,4,A,9.6,8.94
173,Student 5,Semester 2,CSE112,Computer Organisation,4,A-,9.0,8.8
174,Student 5,Semester 8,CSE322,Theory of Computation,4,C-,7.6,8.76
175,Student 5,Semester 5,ECO301,Introduction to Economic Analysis,4,A-,8.6,8.68
176,Student 5,Semester 1,CSE131,System Management,4,B,8.6,8.6
177,Student 5,Semester 3,CSE201,Advanced Programming,4,B-,8.8,8.8
178,Student 5,Semester 1,CSE101,Introduction to Programming,4,A-,8.6,8.6
179,Student 5,Semester 3,HSS211*,Theatre Appreciation,4,A,8.8,8.8
180,Student 6,Semester 4,COM301,Technical Communication,4,B,8.2,8.7
181,Student 6,Semester 5,CSE546,Applied Cryptography,4,B-,7.8,8.52
182,Student 6,Semester 3,CSE231,Operating Systems ,4,A-,9.2,8.87
183,Student 6,Semester 3,CSE121,Discrete Mathematics,4,A,9.2,8.87
184,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,B,9.0,8.7
185,Student 6,Semester 2,MTH201,Probability and Statistics ,4,A-,9.0,8.7
186,Student 6,Semester 2,DES130,Introduction to Engineering Design,4,A,9.0,8.7
187,Student 6,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,A-,9.0,8.7
188,Student 6,Semester 8,FIN401,Foundations of Finance ,4,A-,8.2,8.47
189,Student 6,Semester 7,CSE350,Network Security,4,A-,8.8,8.52
190,Student 6,Semester 6,CSE499C,External BTech Project,12,B,8.0,8.46
191,Student 6,Semester 1,CSE101,Introduction to Programming,4,B,8.4,8.4
192,Student 6,Semester 1,MTH100,Maths I,4,B,8.4,8.4
193,Student 6,Semester 8,CSE507,Database System Implementation,4,B,8.2,8.47
194,Student 6,Semester 5,CSE340*,Image Analysis ,4,B,7.8,8.52
195,Student 6,Semester 8,ECO302,Applied Econometric Analysis,4,B,8.2,8.47
196,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,8.2,8.7
197,Student 6,Semester 7,HSS204*,Introduction to Psychology,4,B,8.8,8.52
198,Student 6,Semester 3,CSE201,Advanced Programming,4,B,9.2,8.87
199,Student 6,Semester 7,CSE319,Modern Algorithm Design,4,B,8.8,8.52
200,Student 6,Semester 5,CSE301,Compilers,4,B,7.8,8.52
201,Student 6,Semester 7,CSE503,Program Analysis,4,A-,8.8,8.52
202,Student 6,Semester 1,CSE131,System Management,4,A-,8.4,8.4
203,Student 6,Semester 1,COM101,Communication Skills,4,A-,8.4,8.4
204,Student 6,Semester 8,MTH303,Graph Theory,4,B-,8.2,8.47
205,Student 6,Semester 7,CSE399,Independent Project,4,A,8.8,8.52
206,Student 6,Semester 5,MTH305,Linear Optimization,4,B,7.8,8.52
207,Student 6,Semester 1,CSE111,Digital Circuits,4,B,8.4,8.4
208,Student 6,Semester 5,CSE535,Mobile Computing,4,B,7.8,8.52
209,Student 6,Semester 8,CSE508,Information Retrieval,4,A-,8.2,8.47
210,Student 6,Semester 3,BIO302,Molecular Biology and Biochemistry,4,A,9.2,8.87
211,Student 6,Semester 4,CSE322,Theory of Computation,4,B-,8.2,8.7
212,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,8.2,8.7
213,Student 6,Semester 2,CSE112,Computer Organisation,4,A-,9.0,8.7
214,Student 6,Semester 4,CSE232,Computer Networks,4,B,8.2,8.7
215,Student 6,Semester 3,HSS211*,Theatre Appreciation,4,A-,9.2,8.87
216,Student 7,Semester 7,CSE499,BTech Project,4,A-,9.25,9.06
217,Student 7,Semester 2,CSE112,Computer Organisation,4,B,8.8,8.8
218,Student 7,Semester 5,CSE546,Applied Cryptography,4,A-,8.6,8.88
219,Student 7,Semester 1,CSE101,Introduction to Programming,4,B,8.8,8.8
220,Student 7,Semester 4,COM301,Technical Communication,4,A,9.0,8.95
221,Student 7,Semester 2,DES130,Introduction to Engineering Design,4,A,8.8,8.8
222,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,A-,8.8,8.8
223,Student 7,Semester 7,CSE500,Secure Coding,4,A,9.25,9.06
224,Student 7,Semester 3,HSS210*,History of Indian National Movement,4,A,9.2,8.93
225,Student 7,Semester 8,CSE524,Theory of Modern Cryptography,4,A+,10.0,9.08
226,Student 7,Semester 7,HSS204*,Introduction to Psychology,4,A-,9.25,9.06
227,Student 7,Semester 3,CSE201,Advanced Programming,4,B,9.2,8.93
228,Student 7,Semester 3,ESC205,Environmental Sciences,4,A,9.2,8.93
229,Student 7,Semester 1,CSE111,Digital Circuits,4,A-,8.8,8.8
230,Student 7,Semester 3,CSE231,Operating Systems ,4,B,9.2,8.93
231,Student 7,Semester 4,CSE322,Theory of Computation,4,A-,9.0,8.95
232,Student 7,Semester 6,CSE793A,Topics in Cryptanalysis,4,A,9.2,9.0
233,Student 7,Semester 8,CSE499A,BTech Project,8,A,10.0,9.08
234,Student 7,Semester 2,HSS101*,Technology and Society,4,B-,8.8,8.8
235,Student 7,Semester 6,CSE399,Independent Project,4,A,9.2,9.0
236,Student 7,Semester 6,CSE304,Practice of Programming,4,A,9.2,9.0
237,Student 7,Semester 5,CSE535,Mobile Computing,4,A-,8.6,8.88
238,Student 7,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,9.0,8.95
239,Student 7,Semester 5,CSE300,Software Engineering ,4,B-,8.6,8.88
240,Student 7,Semester 1,COM101,Communication Skills,4,A,8.8,8.8
241,Student 7,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,9.0,8.95
242,Student 7,Semester 4,CSE232,Computer Networks,4,A-,9.0,8.95
243,Student 7,Semester 1,CSE131,System Management,4,A-,8.8,8.8
244,Student 7,Semester 6,CSE561,Probabilistic Graphical Models,4,A-,9.2,9.0
245,Student 7,Semester 1,MTH100,Maths I,4,B,8.8,8.8
246,Student 7,Semester 5,CSE345,Foundations of Computer Security,4,A-,8.6,8.88
247,Student 7,Semester 2,MTH201,Probability and Statistics ,4,A,8.8,8.8
248,Student 7,Semester 7,CSE503,Program Analysis,4,A-,9.25,9.06
249,Student 7,Semester 5,CSE350,Network Security,4,A-,8.6,8.88
250,Student 7,Semester 3,CSE121,Discrete Mathematics,4,A,9.2,8.93
251,Student 7,Semester 6,HSS212*,Critical Thinking,4,B-,9.2,9.0
252,Student 7,Summer Term 3,CSE399,Independent Project,4,A,10.0,9.1
253,Student 8,Semester 1,CSE101,Introduction to Programming,4,B,8.6,8.6
254,Student 8,Semester 1,CSE111,Digital Circuits,4,B,8.6,8.6
255,Student 8,Semester 7,CSE499,BTech Project,4,A-,9.5,8.44
256,Student 8,Semester 5,CSE345,Foundations of Computer Security,4,B,8.4,8.2
257,Student 8,Semester 5,CSE300,Software Engineering ,4,B-,8.4,8.2
258,Student 8,Semester 3,CSE231,Operating Systems ,4,B,7.4,8.27
259,Student 8,Semester 3,CSE201,Advanced Programming,4,C,7.4,8.27
260,Student 8,Semester 7,CSE343,Machine Learning,4,A-,9.5,8.44
261,Student 8,Semester 3,HSS203*,Introduction to the study of Literature,4,B,7.4,8.27
262,Student 8,Semester 6,PHY303,Opto-Electronics,4,B,8.8,8.38
263,Student 8,Semester 5,HSS204*,Introduction to Psychology,4,A,8.4,8.2
264,Student 8,Summer Term 4,CSE499,BTech Project,4,A-,9.0,8.46
265,Student 8,Semester 4,CSE232,Computer Networks,4,B,7.8,8.15
266,Student 8,Semester 6,HSS213*,Issues in Contemporary World,4,A-,8.8,8.38
267,Student 8,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.8,8.15
268,Student 8,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,7.8,8.15
269,Student 8,Semester 1,COM101,Communication Skills,4,A-,8.6,8.6
270,Student 8,Semester 2,CSE102,Data Structures and Algorithms,4,A-,8.8,8.7
271,Student 8,Semester 2,DES130,Introduction to Engineering Design,4,B,8.8,8.7
272,Student 8,Semester 2,HSS205*,Introduction to Sociology,4,A-,8.8,8.7
273,Student 8,Semester 6,CSE501,Designing Human-Centered Systems,4,A,8.8,8.38
274,Student 8,Semester 3,ESC205,Environmental Sciences,4,B,7.4,8.27
275,Student 8,Semester 6,CSE399,Independent Project,4,A-,8.8,8.38
276,Student 8,Semester 4,ECE240,Principles of Communication Systems,4,A,7.8,8.15
277,Student 8,Semester 4,COM301,Technical Communication,4,B-,7.8,8.15
278,Student 8,Semester 2,CSE112,Computer Organisation,4,B,8.8,8.7
279,Student 8,Semester 1,CSE131,System Management,4,A,8.6,8.6
280,Student 8,Semester 7,CSE399,Independent Project,4,A,9.5,8.44
281,Student 8,Semester 2,MTH201,Probability and Statistics ,4,A,8.8,8.7
282,Student 8,Semester 5,CSE340*,Image Analysis ,4,B,8.4,8.2
283,Student 8,Semester 1,MTH100,Maths I,4,B,8.6,8.6
284,Student 8,Semester 5,CSE535,Mobile Computing,4,A-,8.4,8.2
285,Student 8,Semester 3,CSE121,Discrete Mathematics,4,B-,7.4,8.27
286,Student 8,Semester 7,PHY301,Physics,4,A,9.5,8.44
287,Student 8,Semester 6,CSE342*,Pattern Recognition,4,B,8.8,8.38
288,Student 9,Semester 3,CSE231,Operating Systems ,4,C-,5.6,5.67
289,Student 9,Semester 6,CSE635,Programming Cloud Services for Mobile Applications,4,C,6.6,6.04
290,Student 9,Semester 1,MTH100,Maths I,4,C-,6.0,6.0
291,Student 9,Semester 7,CSE546,Applied Cryptography,4,C-,6.6,6.18
292,Student 9,Semester 3,CSE121,Discrete Mathematics,4,D,5.6,5.67
293,Student 9,Semester 7,PHY301,Physics,4,C-,6.6,6.18
294,Student 9,Semester 8,CSE530,Distributed Systems,4,B,5.5,6.22
295,Student 9,Semester 4,CSE232,Computer Networks,4,C,5.0,5.72
296,Student 9,Semester 7,CSE506,Data Mining,4,B-,6.6,6.18
297,Student 9,Summer Term 3,HSS399,Independent Project,4,B,8.0,6.1
298,Student 9,Semester 1,CSE111,Digital Circuits,4,C-,6.0,6.0
299,Student 9,Semester 1,CSE101,Introduction to Programming,4,C,6.0,6.0
300,Student 9,Semester 6,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,6.6,6.04
301,Student 9,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,5.0,5.72
302,Student 9,Semester 1,COM101,Communication Skills,4,B-,6.0,6.0
303,Student 9,Semester 5,CSE535,Mobile Computing,4,C,6.6,5.91
304,Student 9,Semester 4,COM301,Technical Communication,4,B-,5.0,5.72
305,Student 9,Semester 7,CSE350,Network Security,4,B,6.6,6.18
306,Student 9,Semester 3,COM201,Critical Reading,4,B,5.6,5.67
307,Student 9,Semester 6,CSE501,Designing Human-Centered Systems,4,B-,6.6,6.04
308,Student 9,Semester 2,MTH201,Probability and Statistics ,4,C-,5.4,5.7
309,Student 9,Summer Term 4,CSE999A2,Distance Course in CSE,2,S,7.0,6.23
310,Student 9,Semester 1,CSE131,System Management,4,B-,6.0,6.0
311,Student 9,Semester 2,DES130,Introduction to Engineering Design,4,B,5.4,5.7
312,Student 9,Semester 5,CSE345,Foundations of Computer Security,4,C-,6.6,5.91
313,Student 9,Semester 5,BIO303*,Introduction to Mathematical Biology,4,B,6.6,5.91
314,Student 9,Semester 8,PHY303,Opto-Electronics,4,F,5.5,6.22
315,Student 9,Semester 5,CSE539,Cellular Data Networks,4,B-,6.6,5.91
316,Student 9,Semester 6,CSE222,Analysis and Design of Algorithms,4,D,6.6,6.04
317,Student 9,Semester 8,HSS216*,Positive Psychology,4,B-,5.5,6.22
318,Student 9,Summer Term 4,CSE200A,Competitive Programming,2,B-,7.0,6.23
319,Student 9,Semester 7,HSS210*,History of Indian National Movement,4,B,6.6,6.18
320,Student 9,Semester 4,CSE322,Theory of Computation,4,W,5.0,5.72
321,Student 9,Semester 2,CSE102,Data Structures and Algorithms,4,D,5.4,5.7
322,Student 9,Semester 5,FIN401,Foundations of Finance ,4,B-,6.6,5.91
323,Student 9,Semester 3,ESC205,Environmental Sciences,4,B-,5.6,5.67
324,Student 9,Semester 2,CSE112,Computer Organisation,4,C,5.4,5.7
325,Student 9,Semester 4,CSE202,Fundamentals of Database Systems,4,C-,5.0,5.72
326,Student 9,Semester 3,CSE201,Advanced Programming,4,D,5.6,5.67
327,Student 9,Semester 2,HSS205*,Introduction to Sociology,4,D,5.4,5.7
328,Student 9,Semester 8,ECO302,Applied Econometric Analysis,4,C-,5.5,6.22
329,Student 9,Semester 6,HSS213*,Issues in Contemporary World,4,B,6.6,6.04
330,Student 10,Semester 10,CSE528A,Convex Optimization,2,W,3.67,5.4
331,Student 10,Semester 8,HSS212*,Critical Thinking,4,B-,5.6,5.29
332,Student 10,Semester 7,CSE506,Data Mining,4,C-,5.2,5.23
333,Student 10,Semester 1,CSE101,Introduction to Programming,4,C-,5.2,5.2
334,Student 10,Semester 5,CSE345,Foundations of Computer Security,4,C-,3.4,5.41
335,Student 10,Semester 7,PHY301,Physics,4,C,5.2,5.23
336,Student 10,Semester 8,CSE999B2,Distance Course in CSE,1,S,5.6,5.29
337,Student 10,Semester 7,HSS210*,History of Indian National Movement,4,D,5.2,5.23
338,Student 10,Semester 7,CSE535,Mobile Computing,4,C-,5.2,5.23
339,Student 10,Semester 9,HSS204*,Introduction to Psychology,4,B-,5.78,5.45
340,Student 10,Semester 8,CSE530,Distributed Systems,4,D,5.6,5.29
341,Student 10,Semester 9,CSE201,Advanced Programming,4,C-,5.78,5.45
342,Student 10,Semester 6,CSE501,Designing Human-Centered Systems,4,D,4.0,5.24
343,Student 10,Semester 8,CSE999B,Distance Course in CSE,1,W,5.6,5.29
344,Student 10,Semester 8,PHY303,Opto-Electronics,4,C-,5.6,5.29
345,Student 10,Summer Term 4,CSE999A,Distance Course in CSE,2,X,,
346,Student 10,Semester 10,HSS216*,Positive Psychology,4,C-,3.67,5.4
347,Student 10,Semester 3,BIO302,Molecular Biology and Biochemistry,4,D,4.6,5.25
348,Student 10,Semester 11,CSE999B,Distance Course in CSE,1,S,,
349,Student 10,Semester 11,CSE999A,Distance Course in CSE,2,S,,
350,Student 10,Summer Term 5,CSE999B2,Distance Course in CSE,1,X,,
351,Student 10,Semester 2,CSE112,Computer Organisation,4,F,4.5,5.25
352,Student 10,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.5,5.25
