SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
101,Student 4,Semester 5,CSE340*,Image Analysis ,4,A-,9.0,8.4
102,Student 4,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,7.4,8.24
103,Student 4,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,A,9.2,8.56
104,Student 4,Semester 2,CSE122*,Theory of Computation,4,B,8.33,8.18
105,Student 4,Semester 8,COM301,Technical Communication,4,A,9.4,8.89
106,Student 4,Semester 8,CSE399,Independent Project,4,A,9.4,8.89
107,Student 4,Semester 5,FIN401,Foundations of Finance ,4,A-,9.0,8.4
108,Student 4,Semester 6,CSE535,Mobile Computing,4,A-,9.8,8.65
109,Student 4,Semester 2,CSE102,Data Structures and Algorithms,4,B-,8.33,8.18
110,Student 4,Semester 4,CSE232,Computer Networks,4,B,7.4,8.24
111,Student 4,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,7.4,8.24
112,Student 4,Semester 1,CSE111,Digital Circuits,4,B,8.0,8.0
113,Student 4,Semester 5,CSE506,Data Mining,4,A,9.0,8.4
114,Student 4,Semester 8,ECO302,Applied Econometric Analysis,4,B,9.4,8.89
115,Student 4,Semester 2,CSE112,Computer Organisation,4,A-,8.33,8.18
116,Student 4,Semester 7,ECO301,Introduction to Economic Analysis,4,A,10.0,8.82
117,Student 5,Semester 1,COM101,Communication Skills,4,B,,
118,Student 5,Semester 2,CSE122*,Theory of Computation,4,D,,
119,Student 5,Semester 2,CSE131-1*,System Management,2,B-,,
120,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,F,,
121,Student 5,Semester 1,CSE121,Discrete Mathematics,4,F,,
122,Student 5,Semester 1,CSE101,Introduction to Programming,4,F,,
123,Student 5,Semester 1,CSE111,Digital Circuits,4,D,,
124,Student 5,Semester 2,CSE112,Computer Organisation,4,F,,
125,Student 5,Semester 2,HSS101*,Technology and Society,4,C,,
126,Student 6,Semester 5,CSE345,Foundations of Computer Security,4,B-,5.8,6.66
127,Student 6,Semester 2,CSE122*,Theory of Computation,4,C,7.22,6.76
128,Student 6,Semester 5,FIN401,Foundations of Finance ,4,B-,5.8,6.66
129,Student 6,Semester 4,CSE232,Computer Networks,4,C,6.2,6.89
130,Student 6,Semester 2,CSE112,Computer Organisation,4,B,7.22,6.76
131,Student 6,Semester 2,CSE131-1*,System Management,2,A-,7.22,6.76
132,Student 6,Semester 1,COM101,Communication Skills,4,A-,6.25,6.25
133,Student 6,Semester 4,HSS204*,Introduction to Psychology,4,B-,6.2,6.89
134,Student 6,Semester 7,PHY301,Physics,4,C,7.56,6.83
135,Student 6,Semester 6,FIN402,Valuation and Portfolio Management,4,B-,7.0,6.72
136,Student 6,Semester 8,COM301,Technical Communication,4,B,7.5,6.91
137,Student 6,Semester 8,CSE538*,Ad-hoc Wireless Networks,4,B-,7.5,6.91
138,Student 6,Semester 3,CSE231,Operating Systems ,4,B,7.8,7.15
139,Student 6,Semester 4,ESC202,Digital Communication,4,C-,6.2,6.89
140,Student 6,Semester 8,CSE330,Distributed Systems ,4,B,7.5,6.91
141,Student 6,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,B,7.8,7.15
142,Student 6,Semester 1,CSE111,Digital Circuits,4,C,6.25,6.25
143,Student 6,Semester 6,CSE535,Mobile Computing,4,B-,7.0,6.72
144,Student 6,Semester 8,PHY302,Semiconductors and Optics,4,B-,7.5,6.91
145,Student 6,Semester 6,CSE537,Embedded Systems,4,B,7.0,6.72
146,Student 6,Semester 1,CSE101,Introduction to Programming,4,C-,6.25,6.25
147,Student 6,Semester 3,COM201,Critical Reading,4,B,7.8,7.15
148,Student 6,Semester 6,CSE342*,Pattern Recognition,4,C-,7.0,6.72
149,Student 6,Semester 7,ECO301,Introduction to Economic Analysis,4,B-,7.56,6.83
150,Student 6,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,A,7.56,6.83
151,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,6.2,6.89
152,Student 6,Semester 7,CSE506,Data Mining,4,B-,7.56,6.83
153,Student 6,Semester 1,CSE121,Discrete Mathematics,4,C-,6.25,6.25
154,Student 6,Semester 6,HSS206*,Introduction to Film Studies,4,B,7.0,6.72
155,Student 6,Semester 3,MTH201,Probability and Statistics ,4,C,7.8,7.15
156,Student 6,Semester 5,CSE300,Software Engineering ,4,D,5.8,6.66
157,Student 6,Semester 5,CSE340*,Image Analysis ,4,B-,5.8,6.66
158,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,B-,7.22,6.76
159,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,C,6.2,6.89
160,Student 6,Semester 7,CSE501,Designing Human-Centered Systems,4,A-,7.56,6.83
161,Student 6,Semester 5,CSE546,Applied Cryptography,4,D,5.8,6.66
162,Student 6,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,7.22,6.76
163,Student 6,Semester 3,CSE201,Advanced Programming,4,A-,7.8,7.15
164,Student 7,Semester 2,HSS101*,Technology and Society,4,F,,
165,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,F,,
166,Student 7,Semester 1,COM101,Communication Skills,4,B-,,
167,Student 7,Semester 1,CSE121,Discrete Mathematics,4,F,,
168,Student 7,Semester 2,CSE112,Computer Organisation,4,F,,
169,Student 7,Semester 1,CSE111,Digital Circuits,4,F,,
170,Student 7,Semester 2,CSE122*,Theory of Computation,4,F,,
171,Student 7,Semester 1,CSE101,Introduction to Programming,4,F,,
172,Student 7,Semester 2,CSE131-1*,System Management,2,C,,
173,Student 8,Semester 8,CSE330,Distributed Systems ,4,B-,7.75,7.4
174,Student 8,Semester 5,FIN401,Foundations of Finance ,4,B-,8.2,6.81
175,Student 8,Semester 3,MTH201,Probability and Statistics ,4,C,7.0,6.3
176,Student 8,Semester 6,ENV301,The Earth System: An Environmental Science Perspective,4,A-,9.0,7.19
177,Student 8,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,6.8,6.43
178,Student 8,Semester 6,DES301,Exploring Visual Design,4,A-,9.0,7.19
179,Student 8,Semester 2,CSE122*,Theory of Computation,4,C,6.22,5.88
180,Student 8,Semester 7,ECO301,Introduction to Economic Analysis,4,B-,8.5,7.35
181,Student 8,Semester 4,ESC202,Digital Communication,4,C,6.8,6.43
182,Student 8,Semester 8,HSS206*,Introduction to Film Studies,4,B-,7.75,7.4
183,Student 8,Semester 1,CSE111,Digital Circuits,4,D,5.5,5.5
184,Student 8,Semester 5,CSE506,Data Mining,4,A-,8.2,6.81
185,Student 8,Semester 6,CSE606,Data Warehousing,4,A-,9.0,7.19
186,Student 8,Semester 7,CSE398A-1,Independent Study,4,A,8.5,7.35
187,Student 8,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,B,7.0,6.3
188,Student 8,Semester 1,CSE101,Introduction to Programming,4,D,5.5,5.5
189,Student 8,Semester 1,CSE121,Discrete Mathematics,4,D,5.5,5.5
190,Student 8,Semester 2,CSE102,Data Structures and Algorithms,4,C,6.22,5.88
191,Student 8,Semester 7,PHY301,Physics,4,A-,8.5,7.35
192,Student 8,Semester 8,CSE694F,Multimedia Security,4,B,7.75,7.4
193,Student 8,Semester 2,CSE112,Computer Organisation,4,C-,6.22,5.88
194,Student 8,Semester 4,CSE232,Computer Networks,4,D,6.8,6.43
195,Student 8,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.8,6.43
196,Student 8,Semester 3,CSE201,Advanced Programming,4,C,7.0,6.3
197,Student 8,Semester 7,CSE501,Designing Human-Centered Systems,4,B,8.5,7.35
198,Student 8,Semester 3,CSE231,Operating Systems ,4,B,7.0,6.3
199,Student 8,Semester 5,CSE345,Foundations of Computer Security,4,B,8.2,6.81
200,Student 8,Semester 5,CSE300,Software Engineering ,4,B,8.2,6.81
201,Student 8,Semester 4,HSS204*,Introduction to Psychology,4,A,6.8,6.43
202,Student 8,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,B,9.0,7.19
203,Student 8,Semester 1,COM101,Communication Skills,4,A,5.5,5.5
204,Student 8,Semester 2,CSE131-1*,System Management,2,B,6.22,5.88
205,Student 8,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,6.22,5.88
206,Student 8,Semester 5,BTY301,Introduction to Biotechnology ,4,A-,8.2,6.81
207,Student 8,Semester 8,COM301,Technical Communication,4,A-,7.75,7.4
208,Student 8,Semester 3,COM201,Critical Reading,4,B-,7.0,6.3
209,Student 8,Semester 6,PHY302,Semiconductors and Optics,4,A,9.0,7.19
210,Student 9,Semester 1,CSE101,Introduction to Programming,4,D,,
211,Student 9,Semester 1,CSE121,Discrete Mathematics,4,C-,,
212,Student 9,Semester 1,CSE111,Digital Circuits,4,D,,
213,Student 9,Semester 2,CSE122*,Theory of Computation,4,F,,
214,Student 9,Semester 1,COM101,Communication Skills,4,A-,,
215,Student 9,Semester 2,HSS101*,Technology and Society,4,F,,
216,Student 9,Semester 2,CSE112,Computer Organisation,4,F,,
217,Student 9,Semester 2,CSE131-1*,System Management,2,B-,,
218,Student 9,Semester 2,CSE102,Data Structures and Algorithms,4,D,,
219,Student 10,Semester 7,ENT401,Entrepreneurship as a Career,2,B,7.5,6.55
220,Student 10,Semester 6,CSE535,Mobile Computing,4,B-,7.0,6.42
221,Student 10,Semester 3,COM201,Critical Reading,4,B,6.6,6.44
222,Student 10,Semester 7,CSE648,Privacy and Security in Online Social Media,4,B-,7.5,6.55
223,Student 10,Semester 8,HSS208*,Theory and Practice of Engineering Ethics,4,B-,7.0,6.6
224,Student 10,Semester 8,COM301,Technical Communication,4,B-,7.0,6.6
225,Student 10,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,B,7.5,6.55
226,Student 10,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,5.8,6.27
227,Student 10,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,C,6.6,6.44
228,Student 10,Semester 6,CSE606,Data Warehousing,4,B-,7.0,6.42
229,Student 10,Semester 3,CSE231,Operating Systems ,4,B,6.6,6.44
230,Student 10,Semester 1,CSE121,Discrete Mathematics,4,C-,6.75,6.75
231,Student 10,Semester 1,CSE111,Digital Circuits,4,C,6.75,6.75
232,Student 10,Semester 6,ENV301,The Earth System: An Environmental Science Perspective,4,A-,7.0,6.42
233,Student 10,Semester 8,CSE440,Intelligent Systems 1,4,C,7.0,6.6
234,Student 10,Semester 6,HSS206*,Introduction to Film Studies,4,B,7.0,6.42
235,Student 10,Semester 3,MTH201,Probability and Statistics ,4,D,6.6,6.44
236,Student 10,Semester 4,HSS204*,Introduction to Psychology,4,C,5.8,6.27
237,Student 10,Semester 2,CSE131-1*,System Management,2,B,6.0,6.35
238,Student 10,Semester 5,CSE300,Software Engineering ,4,C-,6.4,6.3
239,Student 10,Semester 1,COM101,Communication Skills,4,B,6.75,6.75
240,Student 10,Semester 2,HSS201*,Research Methods,4,C,6.0,6.35
241,Student 10,Semester 5,CSE340*,Image Analysis ,4,C,6.4,6.3
242,Student 10,Semester 2,CSE102,Data Structures and Algorithms,4,D,6.0,6.35
243,Student 10,Semester 2,CSE112,Computer Organisation,4,B,6.0,6.35
244,Student 10,Semester 4,CSE202,Fundamentals of Database Systems,4,C,5.8,6.27
245,Student 10,Semester 4,CSE232,Computer Networks,4,C,5.8,6.27
246,Student 10,Semester 6,ECO301,Introduction to Economic Analysis,4,D,7.0,6.42
247,Student 10,Semester 5,FIN401,Foundations of Finance ,4,B-,6.4,6.3
248,Student 10,Semester 2,CSE122*,Theory of Computation,4,C-,6.0,6.35
249,Student 10,Semester 3,CSE201,Advanced Programming,4,B-,6.6,6.44
250,Student 10,Semester 5,CSE345,Foundations of Computer Security,4,B-,6.4,6.3
251,Student 10,Semester 7,CSE501,Designing Human-Centered Systems,4,B,7.5,6.55
252,Student 10,Semester 5,CSE506,Data Mining,4,B-,6.4,6.3
253,Student 10,Semester 1,CSE101,Introduction to Programming,4,B,6.75,6.75
254,Student 10,Semester 8,CSE694F,Multimedia Security,4,B,7.0,6.6
255,Student 10,Semester 4,ESC202,Digital Communication,4,C,5.8,6.27
256,Student 10,Semester 7,PHY301,Physics,4,B-,7.5,6.55
257,Student 11,Semester 1,COM101,Communication Skills,4,A,7.75,7.75
258,Student 11,Semester 3,CSE231,Operating Systems ,4,B-,6.4,6.81
259,Student 11,Semester 2,HSS101*,Technology and Society,4,B,6.44,7.06
260,Student 11,Semester 4,CSE232,Computer Networks,4,C-,6.4,6.7
261,Student 11,Semester 2,CSE112,Computer Organisation,4,C,6.44,7.06
262,Student 11,Semester 2,CSE131-1*,System Management,2,B,6.44,7.06
263,Student 11,Semester 6,FIN402,Valuation and Portfolio Management,4,B-,7.6,7.11
264,Student 11,Semester 1,CSE111,Digital Circuits,4,C,7.75,7.75
265,Student 11,Semester 7,ECO303,Economics of Information and IT,4,B-,8.8,7.36
266,Student 11,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,C-,6.4,6.81
267,Student 11,Semester 6,CSE606,Data Warehousing,4,A-,7.6,7.11
268,Student 11,Semester 7,CSE399,Independent Project,4,A,8.8,7.36
269,Student 11,Semester 6,CSE535,Mobile Computing,4,B,7.6,7.11
270,Student 11,Semester 8,COM301,Technical Communication,4,A-,8.0,7.43
271,Student 11,Semester 1,CSE101,Introduction to Programming,4,A-,7.75,7.75
272,Student 11,Semester 5,CSE506,Data Mining,4,B,8.1,7.0
273,Student 11,Semester 7,CSE499,BTech Project,4,A,8.8,7.36
274,Student 11,Semester 1,CSE121,Discrete Mathematics,4,C,7.75,7.75
275,Student 11,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,6.4,6.7
276,Student 11,Semester 5,CSE300,Software Engineering ,4,B,8.1,7.0
277,Student 11,Semester 5,CSE691A,Application Development for Web2.0 Social Media Platforms,2,B-,8.1,7.0
278,Student 11,Semester 2,CSE102,Data Structures and Algorithms,4,B-,6.44,7.06
279,Student 11,Semester 6,HSS205*,Introduction to Sociology,4,C,7.6,7.11
280,Student 11,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.4,6.7
281,Student 11,Semester 5,CSE694C,Privacy and Security in Online Social Media,2,A,8.1,7.0
282,Student 11,Semester 8,COM333,Organisational Behavior,2,B,8.0,7.43
283,Student 11,Semester 5,CSE345,Foundations of Computer Security,4,B,8.1,7.0
284,Student 11,Semester 5,FIN401,Foundations of Finance ,4,B,8.1,7.0
285,Student 11,Semester 3,CSE201,Advanced Programming,4,B,6.4,6.81
286,Student 11,Semester 3,MTH201,Probability and Statistics ,4,C,6.4,6.81
287,Student 11,Semester 2,CSE122*,Theory of Computation,4,D,6.44,7.06
288,Student 11,Semester 8,CSE499A,BTech Project,8,A-,8.0,7.43
289,Student 11,Semester 6,ECO301,Introduction to Economic Analysis,4,B,7.6,7.11
290,Student 11,Semester 4,ESC202,Digital Communication,4,C-,6.4,6.7
291,Student 11,Semester 3,COM201,Critical Reading,4,C,6.4,6.81
292,Student 11,Semester 7,CSE691B,Web Intelligence and Big Data,2,A,8.8,7.36
293,Student 11,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,A,8.8,7.36
294,Student 11,Semester 8,MTH202,Maths : Algebra,4,C-,8.0,7.43
295,Student 11,Semester 4,HSS201*,Research Methods,4,B,6.4,6.7
296,Student 11,Semester 7,PHY301,Physics,4,B-,8.8,7.36
297,Student 12,Semester 3,CSE201,Advanced Programming,4,D,4.8,5.07
298,Student 12,Semester 4,CSE232,Computer Networks,4,F,3.75,4.77
299,Student 12,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,D,4.8,5.07
300,Student 12,Semester 4,HSS204*,Introduction to Psychology,4,I,3.75,4.77
301,Student 12,Semester 2,CSE131-1*,System Management,2,B-,4.78,5.24
302,Student 12,Semester 3,CSE231,Operating Systems ,4,C,4.8,5.07
303,Student 12,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,3.75,4.77
304,Student 12,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.78,5.24
305,Student 12,Semester 1,CSE101,Introduction to Programming,4,D,5.75,5.75
306,Student 12,Semester 2,CSE122*,Theory of Computation,4,D,4.78,5.24
307,Student 12,Semester 1,CSE121,Discrete Mathematics,4,D,5.75,5.75
308,Student 12,Semester 4,ESC202,Digital Communication,4,C-,3.75,4.77
309,Student 12,Semester 3,COM201,Critical Reading,4,C,4.8,5.07
310,Student 12,Semester 1,CSE111,Digital Circuits,4,C,5.75,5.75
311,Student 12,Semester 2,HSS202*,Perspectives on Knowledge,4,C-,4.78,5.24
312,Student 12,Semester 4,CSE202,Fundamentals of Database Systems,4,F,3.75,4.77
313,Student 12,Semester 3,MTH201,Probability and Statistics ,4,D,4.8,5.07
314,Student 12,Semester 1,COM101,Communication Skills,4,A-,5.75,5.75
315,Student 12,Semester 2,CSE112,Computer Organisation,4,C-,4.78,5.24
316,Student 13,Semester 5,CSE111,Digital Circuits,4,C-,6.8,5.67
317,Student 13,Semester 8,PHY302,Semiconductors and Optics,4,B,6.8,6.22
318,Student 13,Semester 6,HSS205*,Introduction to Sociology,4,C-,6.2,5.76
319,Student 13,Semester 5,CSE345,Foundations of Computer Security,4,A-,6.8,5.67
320,Student 13,Semester 4,CSE202,Fundamentals of Database Systems,4,B,6.2,5.16
321,Student 13,Semester 3,CSE231,Operating Systems ,4,D,5.4,4.78
322,Student 13,Semester 7,CSE499,BTech Project,4,B,7.3,6.13
323,Student 13,Semester 8,MTH202,Maths : Algebra,4,D,6.8,6.22
324,Student 13,Semester 5,CSE506,Data Mining,4,C,6.8,5.67
325,Student 13,Semester 4,CSE232,Computer Networks,4,D,6.2,5.16
326,Student 13,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.2,5.16
327,Student 13,Semester 8,CSE499B,BTech Project,6,C,6.8,6.22
328,Student 13,Semester 8,COM333,Organisational Behavior,2,A,6.8,6.22
329,Student 13,Semester 1,CSE101,Introduction to Programming,4,C-,4.25,4.25
330,Student 13,Semester 6,CSE535,Mobile Computing,4,B,6.2,5.76
331,Student 13,Semester 7,PHY301,Physics,4,B-,7.3,6.13
332,Student 13,Semester 3,COM201,Critical Reading,4,C,5.4,4.78
333,Student 13,Semester 2,CSE122*,Theory of Computation,4,D,4.56,4.41
334,Student 13,Semester 7,CSE121,Discrete Mathematics,4,C-,7.3,6.13
335,Student 13,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,A-,7.3,6.13
336,Student 13,Semester 3,CSE201,Advanced Programming,4,B-,5.4,4.78
337,Student 13,Semester 1,CSE121,Discrete Mathematics,4,F,4.25,4.25
338,Student 13,Semester 6,ECO301,Introduction to Economic Analysis,4,D,6.2,5.76
339,Student 13,Semester 6,CSE606,Data Warehousing,4,B-,6.2,5.76
340,Student 13,Semester 5,CSE300,Software Engineering ,4,B,6.8,5.67
341,Student 13,Semester 8,COM301,Technical Communication,4,B,6.8,6.22
342,Student 13,Semester 4,ESC202,Digital Communication,4,C-,6.2,5.16
343,Student 13,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,C-,5.4,4.78
344,Student 13,Semester 6,ENV301,The Earth System: An Environmental Science Perspective,4,B-,6.2,5.76
345,Student 13,Semester 2,CSE131-1*,System Management,2,B-,4.56,4.41
346,Student 13,Semester 7,CSE691B,Web Intelligence and Big Data,2,A,7.3,6.13
347,Student 13,Semester 2,HSS101*,Technology and Society,4,C-,4.56,4.41
348,Student 13,Semester 2,CSE112,Computer Organisation,4,D,4.56,4.41
349,Student 13,Semester 4,HSS204*,Introduction to Psychology,4,A,6.2,5.16
350,Student 13,Semester 7,ECO303,Economics of Information and IT,4,B-,7.3,6.13
351,Student 13,Semester 1,CSE111,Digital Circuits,4,F,4.25,4.25
352,Student 13,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.56,4.41
353,Student 13,Semester 1,COM101,Communication Skills,4,B,4.25,4.25
