SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
63,Student 2,Semester 3,HSS218*,Philosophy of Religion,4,B,5.2,5.67
64,Student 2,Semester 4,CSE202,Fundamentals of Database Systems,4,C-,5.4,5.59
65,Student 2,Semester 4,CSE232,Computer Networks,4,C,5.4,5.59
66,Student 2,Summer Term 3,MSC200,Domain Study and Solution Prototyping,4,A-,7.67,6.02
67,Student 2,Semester 6,HSS203A*,Introduction to Study of Literature,2,B,6.6,5.86
68,Student 2,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,5.4,5.59
69,Student 2,Semester 7,CSE575,Internet of Things,4,C,6.56,6.09
70,Student 2,Semester 1,CSE131,System Management,4,C,5.4,5.4
71,Student 2,Semester 8,CSE999A2,Distance Course in CSE,2,S,7.67,6.22
72,Student 2,Semester 8,BIO531,Introduction to Mathematical Biology,4,C,7.67,6.22
73,Student 2,Semester 8,CSE999A,Distance Course in CSE,2,S,7.67,6.22
74,Student 2,Semester 4,COM301A,Technical Communication,2,B-,5.4,5.59
75,Student 2,Semester 7,DES303*,Non Linear Editing,4,B-,6.56,6.09
76,Student 2,Semester 5,CSE121,Discrete Mathematics,4,C-,5.8,5.7
77,Student 2,Semester 6,DES302,Animations and Graphics,4,B,6.6,5.86
78,Student 2,Summer Term 4,CSE499,BTech Project,4,A-,9.0,6.36
79,Student 2,Semester 8,CSE501,Designing Human-Centered Systems,4,B,7.67,6.22
80,Student 2,Semester 1,CSE101,Introduction to Programming,4,C-,5.4,5.4
81,Student 2,Summer Term 2,CSE999A2,Distance Course in CSE,2,S,7.0,5.67
82,Student 2,Semester 5,HSS222*,Philosophy of Literature,4,B-,5.8,5.7
83,Student 2,Semester 6,MTH201,Probability and Statistics ,4,C-,6.6,5.86
84,Student 2,Semester 4,ECE240,Principles of Communication Systems,4,C-,5.4,5.59
85,Student 2,Summer Term 3,CSE200A,Competitive Programming,2,C-,7.67,6.02
86,Student 2,Semester 2,MTH201,Probability and Statistics ,4,F,4.2,5.5
87,Student 2,Semester 6,CSE102,Data Structures and Algorithms,4,C-,6.6,5.86
88,Student 2,Semester 2,HSS212*,Critical Thinking,4,C,4.2,5.5
89,Student 2,Summer Term 2,ENT403,Starting a Venture,4,B-,7.0,5.67
90,Student 2,Semester 1,COM101,Communication Skills,4,C,5.4,5.4
91,Student 2,Semester 2,CSE102,Data Structures and Algorithms,4,F,4.2,5.5
92,Student 2,Semester 1,CSE111,Digital Circuits,4,C-,5.4,5.4
93,Student 2,Semester 5,FIN402,Valuation and Portfolio Management,4,D,5.8,5.7
94,Student 2,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,6.6,5.86
95,Student 2,Semester 7,BIO562,Stochastic Simulation and Systems Biology,4,B,6.56,6.09
96,Student 2,Semester 3,CSE231,Operating Systems ,4,B-,5.2,5.67
97,Student 2,Semester 3,MTH203,Maths III,4,D,5.2,5.67
98,Student 2,Semester 3,CSE201,Advanced Programming,4,C-,5.2,5.67
99,Student 2,Semester 3,CSE121,Discrete Mathematics,4,F,5.2,5.67
100,Student 2,Semester 5,CSE535,Mobile Computing,4,C-,5.8,5.7
101,Student 2,Semester 1,MTH100,Maths I,4,C-,5.4,5.4
102,Student 2,Semester 7,CSE999A,Distance Course in CSE,2,S,6.56,6.09
103,Student 2,Semester 4,ESC205A,Environmental Sciences,2,B-,5.4,5.59
104,Student 2,Semester 8,CSE499,BTech Project,4,A-,7.67,6.22
105,Student 3,Semester 2,MTH201,Probability and Statistics ,4,D,4.0,5.0
106,Student 3,Summer Term 2,ENT403,Starting a Venture,4,B-,5.33,5.23
107,Student 3,Semester 1,COM101,Communication Skills,4,C-,4.2,4.75
108,Student 3,Semester 3,CSE201,Advanced Programming,4,C-,3.8,5.0
109,Student 3,Semester 7,CSE121,Discrete Mathematics,4,C,5.6,5.37
110,Student 3,Semester 3,CSE121,Discrete Mathematics,4,F,3.8,5.0
111,Student 3,Semester 3,MTH203,Maths III,4,F,3.8,5.0
112,Student 3,Semester 4,CSE202,Fundamentals of Database Systems,4,F,3.4,5.08
113,Student 3,Semester 4,MTH303,Graph Theory,4,F,3.4,5.08
114,Student 3,Semester 5,MTH203,Maths III,4,F,4.91,5.31
115,Student 3,Semester 1,CSE101,Introduction to Programming,4,D,4.2,4.75
116,Student 3,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,3.4,5.08
117,Student 3,Semester 6,FIN401,Foundations of Finance ,4,C-,5.45,5.35
118,Student 3,Semester 4,COM301A,Technical Communication,2,B-,3.4,5.08
119,Student 3,Semester 7,CSE648,Privacy and Security in Online Social Media,4,B-,5.6,5.37
120,Student 3,Semester 1,CSE111,Digital Circuits,4,F,4.2,4.75
121,Student 3,Semester 6,CSE111,Digital Circuits,4,C,5.45,5.35
122,Student 3,Summer Term 3,MSC200,Domain Study and Solution Prototyping,4,C,5.0,5.32
123,Student 3,Semester 4,CSE232,Computer Networks,4,F,3.4,5.08
124,Student 3,Summer Term 4,MGT999A,Distance Course in Management,2,S,4.0,5.4
125,Student 3,Summer Term 2,CSE200A,Competitive Programming,2,F,5.33,5.23
126,Student 3,Summer Term 4,CSE200A,Competitive Programming,2,D,4.0,5.4
127,Student 3,Semester 7,CSE999C,Distance Course in CSE,3,S,5.6,5.37
128,Student 3,Semester 4,ESC205A,Environmental Sciences,2,B-,3.4,5.08
129,Student 3,Semester 5,HSS225A*,Hindustani Music Appreciation,2,B,4.91,5.31
130,Student 3,Semester 5,FIN402,Valuation and Portfolio Management,4,C,4.91,5.31
131,Student 3,Semester 7,CSE999B,Distance Course in CSE,1,S,5.6,5.37
132,Student 3,Semester 2,CSE102,Data Structures and Algorithms,4,F,4.0,5.0
133,Student 3,Semester 8,CSE508,Information Retrieval,4,C,5.67,5.42
134,Student 3,Semester 2,HSS213*,Issues in Contemporary World,4,C-,4.0,5.0
135,Student 3,Semester 5,CSE112,Computer Organisation,4,C-,4.91,5.31
136,Student 3,Semester 6,MTH303,Graph Theory,4,C-,5.45,5.35
137,Student 3,Semester 6,CSE202,Fundamentals of Database Systems,4,D,5.45,5.35
138,Student 3,Semester 8,BIO531,Introduction to Mathematical Biology,4,C,5.67,5.42
139,Student 3,Semester 8,CSE609,Statistical Computation,4,C-,5.67,5.42
140,Student 3,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,5.45,5.35
141,Student 3,Semester 8,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,B-,5.67,5.42
142,Student 3,Semester 7,BIO512,Foundations of Modern Biology,4,C-,5.6,5.37
143,Student 3,Semester 6,HSS203A*,Introduction to Study of Literature,2,C,5.45,5.35
144,Student 3,Semester 7,CSE232,Computer Networks,4,D,5.6,5.37
145,Student 3,Summer Term 3,CSE102,Data Structures and Algorithms,4,D,5.0,5.32
146,Student 3,Semester 7,CSE546,Applied Cryptography,4,C,5.6,5.37
147,Student 3,Semester 8,CSE342,Statistical Machine Learning,4,D,5.67,5.42
148,Student 3,Semester 8,PSY202,Positive Psychology,4,C,5.67,5.42
149,Student 3,Semester 1,MTH100,Maths I,4,C-,4.2,4.75
150,Student 3,Semester 2,DES130,Introduction to Engineering Design,4,B-,4.0,5.0
151,Student 3,Semester 2,CSE112,Computer Organisation,4,F,4.0,5.0
152,Student 3,Semester 3,HSS210*,History of Indian National Movement,4,C-,3.8,5.0
153,Student 3,Semester 1,CSE131,System Management,4,C-,4.2,4.75
154,Student 3,Semester 5,CSE345,Foundations of Computer Security,4,C-,4.91,5.31
155,Student 3,Semester 5,CSE535,Mobile Computing,4,C-,4.91,5.31
156,Student 3,Semester 3,CSE231,Operating Systems ,4,C-,3.8,5.0
157,Student 4,Semester 6,HSS203A*,Introduction to Study of Literature,2,C,6.0,5.64
158,Student 4,Semester 4,MTH303,Graph Theory,4,F,3.1,5.46
159,Student 4,Semester 3,CSE231,Operating Systems ,4,C,4.4,5.31
160,Student 4,Semester 3,CSE201,Advanced Programming,4,D,4.4,5.31
161,Student 4,Semester 6,FIN401,Foundations of Finance ,4,B-,6.0,5.64
162,Student 4,Semester 3,CSE121,Discrete Mathematics,4,F,4.4,5.31
163,Student 4,Semester 3,MTH203,Maths III,4,D,4.4,5.31
164,Student 4,Semester 8,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,B,6.0,5.76
165,Student 4,Semester 3,HSS210*,History of Indian National Movement,4,C,4.4,5.31
166,Student 4,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,3.1,5.46
167,Student 4,Semester 6,CSE222,Analysis and Design of Algorithms,4,C,6.0,5.64
168,Student 4,Semester 6,CSE202,Fundamentals of Database Systems,4,D,6.0,5.64
169,Student 4,Semester 6,MTH303,Graph Theory,4,C,6.0,5.64
170,Student 4,Semester 5,CSE793A,Topics in Cryptanalysis,4,B-,5.73,5.54
171,Student 4,Summer Term 2,ESC999B,Distance Course in ESC,1,X,2.0,5.46
172,Student 4,Semester 7,BIO512,Foundations of Modern Biology,4,C,6.0,5.72
173,Student 4,Summer Term 2,ECE999B,Distance Course in ECE,1,W,2.0,5.46
174,Student 4,Summer Term 2,CSE200A,Competitive Programming,2,F,2.0,5.46
175,Student 4,Semester 1,CSE131,System Management,4,C,5.8,5.8
176,Student 4,Semester 1,CSE111,Digital Circuits,4,D,5.8,5.8
177,Student 4,Summer Term 2,CSE999A2,Distance Course in CSE,2,X,2.0,5.46
178,Student 4,Semester 1,CSE101,Introduction to Programming,4,B-,5.8,5.8
179,Student 4,Semester 5,FIN402,Valuation and Portfolio Management,4,C,5.73,5.54
180,Student 4,Semester 5,CSE345,Foundations of Computer Security,4,C,5.73,5.54
181,Student 4,Semester 1,COM101,Communication Skills,4,C,5.8,5.8
182,Student 4,Semester 7,CSE999C,Distance Course in CSE,3,S,6.0,5.72
183,Student 4,Semester 7,CSE999B,Distance Course in CSE,1,S,6.0,5.72
184,Student 4,Semester 2,HSS213*,Issues in Contemporary World,4,C,4.4,5.44
185,Student 4,Semester 5,HSS225A*,Hindustani Music Appreciation,2,B-,5.73,5.54
186,Student 4,Semester 8,CSE508,Information Retrieval,4,C,6.0,5.76
187,Student 4,Semester 8,MTH201,Probability and Statistics ,4,C,6.0,5.76
188,Student 4,Semester 8,CSE342,Statistical Machine Learning,4,D,6.0,5.76
189,Student 4,Semester 2,MTH201,Probability and Statistics ,4,F,4.4,5.44
190,Student 4,Semester 8,PSY202,Positive Psychology,4,C,6.0,5.76
191,Student 4,Semester 5,CSE535,Mobile Computing,4,C-,5.73,5.54
192,Student 4,Semester 2,DES130,Introduction to Engineering Design,4,C,4.4,5.44
193,Student 4,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.4,5.44
194,Student 4,Semester 2,CSE112,Computer Organisation,4,D,4.4,5.44
195,Student 4,Semester 5,PHY301,Physics,4,D,5.73,5.54
196,Student 4,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,6.0,5.64
197,Student 4,Semester 1,MTH100,Maths I,4,C,5.8,5.8
198,Student 4,Semester 7,CSE232,Computer Networks,4,C-,6.0,5.72
199,Student 4,Semester 7,CSE546,Applied Cryptography,4,C,6.0,5.72
200,Student 4,Semester 7,CSE121,Discrete Mathematics,4,C,6.0,5.72
201,Student 4,Semester 7,CSE648,Privacy and Security in Online Social Media,4,B-,6.0,5.72
202,Student 4,Summer Term 3,MSC200,Domain Study and Solution Prototyping,4,C,6.0,5.67
203,Student 4,Summer Term 3,ENT403,Starting a Venture,4,C,6.0,5.67
204,Student 4,Semester 4,ESC205A,Environmental Sciences,2,B-,3.1,5.46
205,Student 4,Semester 4,CSE232,Computer Networks,4,F,3.1,5.46
206,Student 4,Semester 4,CSE202,Fundamentals of Database Systems,4,F,3.1,5.46
207,Student 4,Semester 4,COM301A,Technical Communication,2,B,3.1,5.46
208,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,F,3.0,5.0
209,Student 5,Semester 1,CSE101,Introduction to Programming,4,D,5.4,5.4
210,Student 5,Semester 2,MTH201,Probability and Statistics ,4,F,3.0,5.0
211,Student 5,Semester 2,CSE112,Computer Organisation,4,D,3.0,5.0
212,Student 5,Semester 1,CSE131,System Management,4,C-,5.4,5.4
213,Student 5,Semester 1,MTH100,Maths I,4,C-,5.4,5.4
214,Student 5,Semester 2,DES130,Introduction to Engineering Design,4,D,3.0,5.0
215,Student 5,Semester 1,CSE111,Digital Circuits,4,C,5.4,5.4
216,Student 5,Semester 1,COM101,Communication Skills,4,B-,5.4,5.4
217,Student 6,Semester 2,HSS203*,Introduction to the study of Literature,4,A-,4.2,5.63
218,Student 6,Semester 2,CSE112,Computer Organisation,4,D,4.2,5.63
219,Student 6,Semester 6,CSE222,Analysis and Design of Algorithms,4,F,2.0,5.21
220,Student 6,Semester 1,CSE131,System Management,4,C,5.6,5.6
221,Student 6,Semester 3,ECO301,Introduction to Economic Analysis,4,D,3.75,5.27
222,Student 6,Semester 5,CSE121,Discrete Mathematics,4,F,3.82,5.21
223,Student 6,Semester 1,CSE101,Introduction to Programming,4,D,5.6,5.6
224,Student 6,Semester 6,CSE565,Software Defined Networking,4,F,2.0,5.21
225,Student 6,Semester 5,CSE535,Mobile Computing,4,C,3.82,5.21
226,Student 6,Semester 5,HSS204*,Introduction to Psychology,4,D,3.82,5.21
227,Student 6,Semester 1,COM101,Communication Skills,4,B,5.6,5.6
228,Student 6,Semester 5,CSE201,Advanced Programming,4,F,3.82,5.21
229,Student 6,Semester 3,CSE121,Discrete Mathematics,4,F,3.75,5.27
230,Student 6,Semester 5,HSS225A*,Hindustani Music Appreciation,2,C,3.82,5.21
231,Student 6,Semester 6,MTH201,Probability and Statistics ,4,F,2.0,5.21
232,Student 6,Semester 2,MTH201,Probability and Statistics ,4,F,4.2,5.63
233,Student 6,Semester 2,DES130,Introduction to Engineering Design,4,D,4.2,5.63
234,Student 6,Semester 3,CSE231,Operating Systems ,4,C-,3.75,5.27
235,Student 6,Semester 5,CSE576,Smart Sensing for Internet of Things,4,D,3.82,5.21
236,Student 6,Semester 3,MTH203,Maths III,4,D,3.75,5.27
237,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,3.4,5.31
238,Student 6,Semester 4,ECE240,Principles of Communication Systems,4,F,3.4,5.31
239,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,F,4.2,5.63
240,Student 6,Semester 4,ESC205A,Environmental Sciences,2,B-,3.4,5.31
241,Student 6,Semester 4,CSE232,Computer Networks,4,F,3.4,5.31
242,Student 6,Semester 1,MTH100,Maths I,4,D,5.6,5.6
243,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,D,3.4,5.31
244,Student 6,Semester 1,CSE111,Digital Circuits,4,C,5.6,5.6
245,Student 6,Semester 6,CSE508,Information Retrieval,4,F,2.0,5.21
246,Student 6,Semester 4,COM301A,Technical Communication,2,B-,3.4,5.31
247,Student 7,Semester 1,COM101,Communication Skills,4,B,7.8,7.8
248,Student 7,Semester 5,CSE333,Computer Graphics,4,D,6.0,6.7
249,Student 7,Semester 5,CSE499,BTech Project,4,A-,6.0,6.7
250,Student 7,Semester 5,CSE640,Collaborative Filtering,4,B-,6.0,6.7
251,Student 7,Semester 3,ECE250,Signals & Systems,4,C-,6.6,7.1
252,Student 7,Semester 7,CSE499,BTech Project,4,A,9.0,7.32
253,Student 7,Semester 7,CSE399,Independent Project,4,A+,9.0,7.32
254,Student 7,Semester 7,CSE999A,Distance Course in CSE,2,S,9.0,7.32
255,Student 7,Semester 1,MTH100,Maths I,4,C,7.8,7.8
256,Student 7,Semester 2,MTH201,Probability and Statistics ,4,C,7.0,7.4
257,Student 7,Semester 2,DES130,Introduction to Engineering Design,4,B,7.0,7.4
258,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,C,7.0,7.4
259,Student 7,Semester 2,CSE112,Computer Organisation,4,B-,7.0,7.4
260,Student 7,Semester 5,CSE503,Program Analysis,4,C,6.0,6.7
261,Student 7,Semester 5,PHY301,Physics,4,D,6.0,6.7
262,Student 7,Semester 3,CSE121,Discrete Mathematics,4,D,6.6,7.1
263,Student 7,Semester 4,CSE999B2,Distance Course in CSE,1,S,6.11,6.88
264,Student 7,Semester 3,CSE201,Advanced Programming,4,B,6.6,7.1
265,Student 7,Semester 8,CSE999A,Distance Course in CSE,2,S,6.33,7.24
266,Student 7,Semester 3,CSE231,Operating Systems ,4,B,6.6,7.1
267,Student 7,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B,7.0,7.4
268,Student 7,Summer Term 1,CSE200A,Competitive Programming,2,C,6.0,7.33
269,Student 7,Semester 8,CSE399,Independent Project,4,B,6.33,7.24
270,Student 7,Semester 1,CSE111,Digital Circuits,4,B-,7.8,7.8
271,Student 7,Semester 1,CSE131,System Management,4,A-,7.8,7.8
272,Student 7,Semester 7,HSS229*,Introduction to Digital Ethnography,4,B,9.0,7.32
273,Student 7,Semester 8,CSE535,Mobile Computing,4,B-,6.33,7.24
274,Student 7,Semester 8,FIN402,Valuation and Portfolio Management,4,D,6.33,7.24
275,Student 7,Semester 6,CSE499,BTech Project,4,A-,8.4,7.11
276,Student 7,Semester 6,CSE501,Designing Human-Centered Systems,4,A,8.4,7.11
277,Student 7,Semester 6,FIN401,Foundations of Finance ,4,B-,8.4,7.11
278,Student 7,Semester 6,CSE508,Information Retrieval,4,B,8.4,7.11
279,Student 7,Semester 3,HSS218*,Philosophy of Religion,4,B,6.6,7.1
280,Student 7,Semester 4,CSE999B3,Distance Course in CSE,1,S,6.11,6.88
281,Student 7,Semester 4,HSS223A*,Introduction to Poetry,2,B,6.11,6.88
282,Student 7,Semester 6,CSE524,Theory of Modern Cryptography,4,B,8.4,7.11
283,Student 7,Semester 8,CSE999A2,Distance Course in CSE,2,S,6.33,7.24
284,Student 7,Semester 1,CSE101,Introduction to Programming,4,A-,7.8,7.8
285,Student 7,Semester 7,DES513,"Wearable Applications, Research, Devices, Interactions",4,B,9.0,7.32
286,Student 7,Semester 4,ESC205A,Environmental Sciences,2,B-,6.11,6.88
287,Student 7,Semester 7,CSE643,Artificial Intelligence,4,W,9.0,7.32
288,Student 7,Semester 4,CSE202,Fundamentals of Database Systems,4,C,6.11,6.88
289,Student 7,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,6.11,6.88
290,Student 7,Semester 4,CSE232,Computer Networks,4,C-,6.11,6.88
291,Student 7,Semester 4,COM301A,Technical Communication,2,B,6.11,6.88
292,Student 8,Summer Term 1,CSE200A,Competitive Programming,2,A-,9.0,9.1
293,Student 8,Semester 7,ECO304*,Introduction to Game Theory,4,B,9.25,9.37
294,Student 8,Semester 8,CSE622,Introduction to Quantum Computing,4,A,7.75,9.25
295,Student 8,Semester 2,MTH201,Probability and Statistics ,4,A,9.0,9.1
296,Student 8,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B,9.0,9.1
297,Student 8,Summer Term 2,CSE498,Undergraduate Research,4,A,10.0,9.3
298,Student 8,Semester 8,PSY202,Positive Psychology,4,A-,7.75,9.25
299,Student 8,Semester 8,CSE344,Computer Vision,4,C-,7.75,9.25
300,Student 8,Semester 7,CSE556,Natural Language Processing,4,A-,9.25,9.37
301,Student 8,Semester 5,CSE546,Applied Cryptography,4,B,8.8,9.21
302,Student 8,Semester 5,CSE333,Computer Graphics,4,A,8.8,9.21
303,Student 8,Semester 1,COM101,Communication Skills,4,B-,9.2,9.2
304,Student 8,Semester 1,CSE111,Digital Circuits,4,A,9.2,9.2
305,Student 8,Semester 2,CSE112,Computer Organisation,4,B,9.0,9.1
306,Student 8,Semester 3,ECE250,Signals & Systems,4,B,9.6,9.26
307,Student 8,Semester 3,CSE231,Operating Systems ,4,A,9.6,9.26
308,Student 8,Semester 6,CSE499,BTech Project,4,A,10.0,9.44
309,Student 8,Semester 4,COM301A,Technical Communication,2,B-,9.3,9.27
310,Student 8,Semester 1,CSE101,Introduction to Programming,4,A-,9.2,9.2
311,Student 8,Semester 3,CSE201,Advanced Programming,4,A,9.6,9.26
312,Student 8,Semester 3,CSE121,Discrete Mathematics,4,A,9.6,9.26
313,Student 8,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,9.3,9.27
314,Student 8,Semester 1,MTH100,Maths I,4,A,9.2,9.2
315,Student 8,Semester 2,CSE102,Data Structures and Algorithms,4,A,9.0,9.1
316,Student 8,Semester 5,CSE793A,Topics in Cryptanalysis,4,A+,8.8,9.21
317,Student 8,Semester 1,CSE131,System Management,4,A,9.2,9.2
318,Student 8,Semester 6,CSE322,Theory of Computation,4,A,10.0,9.44
319,Student 8,Semester 4,MTH502*,Number Theory,4,A,9.3,9.27
320,Student 8,Semester 4,ESC205A,Environmental Sciences,2,A,9.3,9.27
321,Student 8,Semester 5,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,B,8.8,9.21
322,Student 8,Semester 5,CSE343,Machine Learning,4,B,8.8,9.21
323,Student 8,Semester 7,CSE503,Program Analysis,4,A,9.25,9.37
324,Student 8,Semester 4,CSE202,Fundamentals of Database Systems,4,A,9.3,9.27
325,Student 8,Semester 6,CSE352,Security Engineering,4,A,10.0,9.44
326,Student 8,Semester 7,CSE643,Artificial Intelligence,4,A,9.25,9.37
327,Student 8,Semester 2,DES130,Introduction to Engineering Design,4,A-,9.0,9.1
328,Student 8,Semester 8,CSE535,Mobile Computing,4,B-,7.75,9.25
329,Student 8,Semester 4,CSE999B,Distance Course in CSE,1,S,9.3,9.27
330,Student 8,Semester 6,MTH303,Graph Theory,4,A,10.0,9.44
331,Student 8,Semester 4,CSE232,Computer Networks,4,A-,9.3,9.27
332,Student 8,Semester 3,HSS218*,Philosophy of Religion,4,A,9.6,9.26
333,Student 8,Semester 4,CSE999B2,Distance Course in CSE,1,S,9.3,9.27
334,Student 9,Summer Term 4,CSE499,BTech Project,4,B-,7.0,7.01
335,Student 9,Semester 3,CSE201,Advanced Programming,4,A-,6.8,7.0
336,Student 9,Semester 3,ECE270,Embedded Logic Design,4,C,6.8,7.0
337,Student 9,Semester 2,HSS203*,Introduction to the study of Literature,4,B,7.4,7.1
338,Student 9,Semester 3,ECO301,Introduction to Economic Analysis,4,C,6.8,7.0
339,Student 9,Semester 3,CSE121,Discrete Mathematics,4,D,6.8,7.0
340,Student 9,Semester 4,CSE322,Theory of Computation,4,C,7.2,7.05
341,Student 9,Semester 4,COM301A,Technical Communication,2,B-,7.2,7.05
342,Student 9,Semester 4,CSE232,Computer Networks,4,B-,7.2,7.05
343,Student 9,Semester 2,MTH201,Probability and Statistics ,4,B-,7.4,7.1
344,Student 9,Semester 2,DES130,Introduction to Engineering Design,4,B-,7.4,7.1
345,Student 9,Semester 2,CSE102,Data Structures and Algorithms,4,C-,7.4,7.1
