SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
121,Student 4,Semester 5,CSE300,Software Engineering ,4,A-,7.2,8.08
122,Student 4,Semester 8,HSS213*,Issues in Contemporary World,4,A,9.17,8.39
123,Student 4,Semester 5,CSE506,Data Mining,4,B-,7.2,8.08
124,Student 4,Semester 1,CSE121,Discrete Mathematics,4,C-,7.2,7.2
125,Student 4,Semester 5,CSE535,Mobile Computing,4,B-,7.2,8.08
126,Student 4,Semester 1,COM101,Communication Skills,4,B,7.2,7.2
127,Student 4,Semester 6,HSS209*,Music Appreciation,4,B-,8.5,8.14
128,Student 4,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,8.8,8.0
129,Student 5,Semester 2,CSE122*,Theory of Computation,4,F,4.4,4.22
130,Student 5,Semester 1,CSE111,Digital Circuits,4,F,4.0,6.0
131,Student 5,Semester 2,HSS202*,Perspectives on Knowledge,4,C,4.4,4.22
132,Student 5,Semester 2,CSE112,Computer Organisation,4,B-,4.4,4.22
133,Student 5,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,F,4.4,4.22
134,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,C-,4.4,4.22
135,Student 5,Semester 1,CSE121,Discrete Mathematics,4,F,4.0,6.0
136,Student 5,Semester 1,CSE101,Introduction to Programming,4,B-,4.0,6.0
137,Student 5,Semester 1,CSE131,System Management,4,C-,4.0,6.0
138,Student 6,Semester 8,PHY302,Semiconductors and Optics,4,B-,7.43,6.67
139,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,6.2,6.6
140,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,B,6.2,6.6
141,Student 6,Semester 4,HSS207*,Human Values and Professional Ethics,4,C,6.2,6.6
142,Student 6,Semester 4,ESC202,Digital Communication,4,C,6.2,6.6
143,Student 6,Semester 3,ESC203*,Signal and Systems,4,C,6.6,6.73
144,Student 6,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,C-,5.4,6.4
145,Student 6,Semester 6,COM301,Technical Communication,4,C,5.4,6.4
146,Student 6,Semester 5,CSE300,Software Engineering ,4,B-,6.6,6.6
147,Student 6,Semester 5,ECO301,Introduction to Economic Analysis,4,C,6.6,6.6
148,Student 6,Semester 5,CSE501,Designing Human-Centered Systems,4,B,6.6,6.6
149,Student 6,Semester 5,CSE506,Data Mining,4,C,6.6,6.6
150,Student 6,Semester 3,CSE231,Operating Systems ,4,C,6.6,6.73
151,Student 6,Semester 5,CSE535,Mobile Computing,4,C,6.6,6.6
152,Student 6,Semester 3,CSE201,Advanced Programming,4,B,6.6,6.73
153,Student 6,Semester 3,MTH201,Probability and Statistics ,4,D,6.6,6.73
154,Student 6,Semester 3,COM201,Critical Reading,4,A-,6.6,6.73
155,Student 6,Semester 6,HSS204*,Introduction to Psychology,4,C,5.4,6.4
156,Student 6,Semester 6,MTH202,Maths : Algebra,4,C-,5.4,6.4
157,Student 6,Semester 2,HSS202*,Perspectives on Knowledge,4,A-,6.6,6.8
158,Student 6,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,C,6.6,6.8
159,Student 6,Semester 6,BIO505*,Introduction to Computational Neuroscience,4,C-,5.4,6.4
160,Student 6,Semester 2,CSE122*,Theory of Computation,4,C,6.6,6.8
161,Student 6,Semester 1,CSE101,Introduction to Programming,4,C,7.0,7.0
162,Student 6,Semester 4,CSE232,Computer Networks,4,C-,6.2,6.6
163,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,C,6.6,6.8
164,Student 6,Semester 7,ENT401,Entrepreneurship as a Career,2,B,7.89,6.59
165,Student 6,Semester 2,CSE112,Computer Organisation,4,C,6.6,6.8
166,Student 6,Semester 7,HSS210*,History of Indian National Movement,4,B,7.89,6.59
167,Student 6,Semester 1,COM101,Communication Skills,4,B,7.0,7.0
168,Student 6,Semester 8,CSE531,Multiagent Systems,4,C-,7.43,6.67
169,Student 6,Semester 1,CSE121,Discrete Mathematics,4,C-,7.0,7.0
170,Student 6,Semester 1,CSE131,System Management,4,B,7.0,7.0
171,Student 6,Semester 7,CSE301,Compilers,4,B,7.89,6.59
172,Student 6,Semester 7,CSE691B,Web Intelligence and Big Data,2,A-,7.89,6.59
173,Student 6,Semester 7,PHY301,Physics,4,B-,7.89,6.59
174,Student 6,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,B,7.89,6.59
175,Student 6,Semester 1,CSE111,Digital Circuits,4,B,7.0,7.0
176,Student 6,Semester 8,HSS213*,Issues in Contemporary World,4,A,7.43,6.67
177,Student 6,Semester 8,ENT402,Entrepreneurship: Managing a Venture,2,B,7.43,6.67
178,Student 7,Semester 2,CSE122*,Theory of Computation,4,F,3.0,5.29
179,Student 7,Semester 3,COM201,Critical Reading,4,B-,4.2,5.09
180,Student 7,Semester 3,CSE201,Advanced Programming,4,D,4.2,5.09
181,Student 7,Semester 7,ENT401,Entrepreneurship as a Career,2,A,5.17,5.0
182,Student 7,Semester 9,CSE398A-1,Independent Study,4,A,10.0,5.54
183,Student 7,Semester 3,CSE231,Operating Systems ,4,D,4.2,5.09
184,Student 7,Semester 3,ESC201,Transducer And Signal Conditioning,4,D,4.2,5.09
185,Student 7,Semester 3,MTH201,Probability and Statistics ,4,F,4.2,5.09
186,Student 7,Semester 4,CSE232,Computer Networks,4,D,4.2,4.81
187,Student 7,Semester 8,CSE440,Intelligent Systems 1,4,C-,6.79,5.42
188,Student 7,Semester 4,CSE102,Data Structures and Algorithms,4,C-,4.2,4.81
189,Student 7,Semester 4,CSE202,Fundamentals of Database Systems,4,D,4.2,4.81
190,Student 7,Semester 4,HSS205*,Introduction to Sociology,4,D,4.2,4.81
191,Student 7,Semester 2,CSE112,Computer Organisation,4,D,3.0,5.29
192,Student 7,Semester 4,ESC204,Quantitative and Qualitative Research Methods,4,D,4.2,4.81
193,Student 7,Semester 2,HSS202*,Perspectives on Knowledge,4,C-,3.0,5.29
194,Student 7,Semester 5,CSE300,Software Engineering ,4,C,5.4,4.95
195,Student 7,Semester 6,MTH201,Probability and Statistics ,4,D,4.4,4.96
196,Student 7,Semester 7,CSE632,Semantic Web,4,D,5.17,5.0
197,Student 7,Semester 8,CSE222,Analysis and Design of Algorithms,4,F,6.79,5.42
198,Student 7,Semester 8,CSE499A,BTech Project,8,A,6.79,5.42
199,Student 7,Semester 1,COM101,Communication Skills,4,A,5.6,5.6
200,Student 7,Semester 8,ENT402,Entrepreneurship: Managing a Venture,2,A,6.79,5.42
201,Student 7,Semester 5,CSE506,Data Mining,4,C-,5.4,4.95
202,Student 7,Semester 5,CSE501,Designing Human-Centered Systems,4,B,5.4,4.95
203,Student 7,Semester 5,ECO301,Introduction to Economic Analysis,4,D,5.4,4.95
204,Student 7,Semester 5,CSE535,Mobile Computing,4,D,5.4,4.95
205,Student 7,Semester 6,BIO505*,Introduction to Computational Neuroscience,4,C-,4.4,4.96
206,Student 7,Semester 6,HSS209*,Music Appreciation,4,C-,4.4,4.96
207,Student 7,Semester 8,CSE531,Multiagent Systems,4,C-,6.79,5.42
208,Student 7,Semester 6,COM301,Technical Communication,4,C,4.4,4.96
209,Student 7,Semester 8,HSS212*,Critical Thinking,4,B,6.79,5.42
210,Student 7,Semester 7,CSE499B,BTech Project,6,D,5.17,5.0
211,Student 7,Semester 8,FIN401A,Introduction To Finance and Capital Markets,2,C-,6.79,5.42
212,Student 7,Semester 7,HSS211*,Theatre Appreciation,4,B-,5.17,5.0
213,Student 7,Semester 7,MTH100,Maths I,4,C-,5.17,5.0
214,Student 7,Semester 1,CSE121,Discrete Mathematics,4,D,5.6,5.6
215,Student 7,Semester 1,CSE101,Introduction to Programming,4,D,5.6,5.6
216,Student 7,Semester 1,CSE111,Digital Circuits,4,D,5.6,5.6
217,Student 7,Semester 1,CSE131,System Management,4,C,5.6,5.6
218,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,F,3.0,5.29
219,Student 7,Semester 6,CSE222,Analysis and Design of Algorithms,4,F,4.4,4.96
220,Student 7,Semester 7,CSE122*,Theory of Computation,4,D,5.17,5.0
221,Student 7,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,F,3.0,5.29
222,Student 8,Semester 1,CSE131,System Management,4,F,,
223,Student 8,Semester 1,CSE101,Introduction to Programming,4,F,,
224,Student 8,Semester 1,CSE121,Discrete Mathematics,4,F,,
225,Student 8,Semester 1,CSE111,Digital Circuits,4,F,,
226,Student 9,Semester 1,CSE111,Digital Circuits,4,F,,
227,Student 9,Semester 1,CSE121,Discrete Mathematics,4,F,,
228,Student 9,Semester 1,CSE101,Introduction to Programming,4,F,,
229,Student 9,Semester 1,CSE131,System Management,4,F,,
230,Student 10,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,B,8.71,7.06
231,Student 10,Semester 6,HSS204*,Introduction to Psychology,4,C,7.67,6.87
232,Student 10,Semester 5,CSE506,Data Mining,4,B-,7.0,6.67
233,Student 10,Semester 5,CSE345,Foundations of Computer Security,4,B-,7.0,6.67
234,Student 10,Semester 5,CSE501,Designing Human-Centered Systems,4,B,7.0,6.67
235,Student 10,Semester 6,CSE222,Analysis and Design of Algorithms,4,C,7.67,6.87
236,Student 10,Semester 6,CSE645,Digital and Cyber Forensic,4,B,7.67,6.87
237,Student 10,Semester 2,CSE122*,Theory of Computation,4,D,6.4,6.4
238,Student 10,Semester 8,CSE531,Multiagent Systems,4,C,7.44,7.11
239,Student 10,Semester 3,COM201,Critical Reading,4,A-,6.6,6.47
240,Student 10,Semester 1,COM101,Communication Skills,4,B,6.4,6.4
241,Student 10,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,B-,6.4,6.4
242,Student 10,Semester 6,COM301,Technical Communication,4,B,7.67,6.87
243,Student 10,Semester 2,CSE102,Data Structures and Algorithms,4,C,6.4,6.4
244,Student 10,Semester 4,HSS205*,Introduction to Sociology,4,B-,6.0,6.58
245,Student 10,Semester 2,CSE112,Computer Organisation,4,B,6.4,6.4
246,Student 10,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,6.0,6.58
247,Student 10,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.0,6.58
248,Student 10,Semester 8,CSE500A,Secure Coding,2,C-,7.44,7.11
249,Student 10,Semester 8,CSE498,Undergraduate Research,4,A-,7.44,7.11
250,Student 10,Semester 3,CSE231,Operating Systems ,4,C,6.6,6.47
251,Student 10,Semester 7,CSE632,Semantic Web,4,W,8.71,7.06
252,Student 10,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,6.4,6.4
253,Student 10,Semester 4,ESC204,Quantitative and Qualitative Research Methods,4,B-,6.0,6.58
254,Student 10,Semester 6,CSE499,BTech Project,4,A,7.67,6.87
255,Student 10,Semester 3,MTH201,Probability and Statistics ,4,D,6.6,6.47
256,Student 10,Semester 5,CSE300,Software Engineering ,4,B-,7.0,6.67
257,Student 10,Semester 3,CSE201,Advanced Programming,4,B,6.6,6.47
258,Student 10,Semester 1,CSE111,Digital Circuits,4,D,6.4,6.4
259,Student 10,Semester 4,CSE232,Computer Networks,4,B-,6.0,6.58
260,Student 10,Semester 1,CSE101,Introduction to Programming,4,D,6.4,6.4
261,Student 10,Semester 5,CSE535,Mobile Computing,4,C,7.0,6.67
262,Student 10,Semester 7,CSE691B,Web Intelligence and Big Data,2,B,8.71,7.06
263,Student 10,Semester 7,CSE499,BTech Project,4,A,8.71,7.06
264,Student 10,Semester 8,CSE694F,Multimedia Security,4,B-,7.44,7.11
265,Student 10,Semester 8,HSS208*,Theory and Practice of Engineering Ethics,4,A-,7.44,7.11
266,Student 10,Semester 7,CSE399,Independent Project,4,A-,8.71,7.06
267,Student 10,Semester 1,CSE131,System Management,4,A-,6.4,6.4
268,Student 10,Semester 6,CSE330,Distributed Systems ,4,B,7.67,6.87
269,Student 10,Semester 1,CSE121,Discrete Mathematics,4,B-,6.4,6.4
270,Student 10,Semester 3,ESC203*,Signal and Systems,4,C,6.6,6.47
271,Student 10,Semester 7,CSE693B,Special Topics in Test Engineering,2,B-,8.71,7.06
272,Student 11,Semester 1,CSE101,Introduction to Programming,4,,,
273,Student 11,Semester 1,CSE111,Digital Circuits,4,,,
274,Student 11,Semester 1,CSE131,System Management,4,,,
275,Student 11,Semester 1,CSE121,Discrete Mathematics,4,,,
276,Student 11,Semester 1,COM101,Communication Skills,4,,,
277,Student 12,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,C-,5.2,5.2
278,Student 12,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,5.6,5.4
279,Student 12,Semester 1,CSE111,Digital Circuits,4,D,5.2,5.2
280,Student 12,Semester 8,FIN401A,Introduction To Finance and Capital Markets,2,B,7.78,6.07
281,Student 12,Semester 4,CSE232,Computer Networks,4,C,5.6,5.4
282,Student 12,Semester 2,CSE122*,Theory of Computation,4,C,5.2,5.2
283,Student 12,Semester 6,CSE440,Intelligent Systems 1,4,C,6.5,5.72
284,Student 12,Semester 3,COM201,Critical Reading,4,B,5.6,5.33
285,Student 12,Semester 6,CSE330,Distributed Systems ,4,C,6.5,5.72
286,Student 12,Semester 3,MTH201,Probability and Statistics ,4,C,5.6,5.33
287,Student 12,Semester 3,CSE201,Advanced Programming,4,C,5.6,5.33
288,Student 12,Semester 5,CSE535,Mobile Computing,4,C,6.4,5.6
289,Student 12,Semester 3,ESC201,Transducer And Signal Conditioning,4,D,5.6,5.33
290,Student 12,Semester 5,CSE506,Data Mining,4,C,6.4,5.6
291,Student 12,Semester 5,ECO301,Introduction to Economic Analysis,4,B-,6.4,5.6
292,Student 12,Semester 7,MTH303,Graph Theory,4,D,6.56,5.84
293,Student 12,Semester 7,COM301,Technical Communication,4,B,6.56,5.84
294,Student 12,Semester 1,CSE121,Discrete Mathematics,4,C,5.2,5.2
295,Student 12,Semester 8,HSS213*,Issues in Contemporary World,4,A-,7.78,6.07
296,Student 12,Semester 3,CSE231,Operating Systems ,4,D,5.6,5.33
297,Student 12,Semester 5,CSE300,Software Engineering ,4,B-,6.4,5.6
298,Student 12,Semester 5,PHY301,Physics,4,C,6.4,5.6
299,Student 12,Semester 1,CSE131,System Management,4,C-,5.2,5.2
300,Student 12,Semester 6,PHY302,Semiconductors and Optics,4,B-,6.5,5.72
301,Student 12,Semester 1,CSE101,Introduction to Programming,4,C,5.2,5.2
302,Student 12,Semester 7,CSE693B,Special Topics in Test Engineering,2,B-,6.56,5.84
303,Student 12,Semester 7,ESC205,Environmental Sciences,4,B-,6.56,5.84
304,Student 12,Semester 2,CSE102,Data Structures and Algorithms,4,C-,5.2,5.2
305,Student 12,Semester 8,BIO303*,Introduction to Mathematical Biology,4,A-,7.78,6.07
306,Student 12,Semester 6,BIO505*,Introduction to Computational Neuroscience,4,B-,6.5,5.72
307,Student 12,Semester 1,COM101,Communication Skills,4,C-,5.2,5.2
308,Student 12,Semester 8,CSE501,Designing Human-Centered Systems,4,B,7.78,6.07
309,Student 12,Semester 8,CSE531,Multiagent Systems,4,C-,7.78,6.07
310,Student 12,Semester 4,HSS204*,Introduction to Psychology,4,C-,5.6,5.4
311,Student 12,Semester 2,CSE112,Computer Organisation,4,D,5.2,5.2
312,Student 12,Semester 4,ESC204,Quantitative and Qualitative Research Methods,4,D,5.6,5.4
313,Student 12,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,5.6,5.4
314,Student 12,Semester 7,HSS205*,Introduction to Sociology,4,B-,6.56,5.84
315,Student 12,Semester 2,HSS202*,Perspectives on Knowledge,4,C,5.2,5.2
316,Student 13,Semester 6,CSE499,BTech Project,4,A,10.0,9.74
317,Student 13,Semester 4,CSE222,Analysis and Design of Algorithms,4,A,10.0,9.7
318,Student 13,Semester 6,COM301,Technical Communication,4,A,10.0,9.74
319,Student 13,Semester 1,CSE101,Introduction to Programming,4,A,9.4,9.4
320,Student 13,Semester 1,CSE131,System Management,4,A,9.4,9.4
321,Student 13,Semester 8,CSE341,Biometrics,4,A,10.0,9.8
322,Student 13,Semester 1,COM101,Communication Skills,4,A-,9.4,9.4
323,Student 13,Semester 8,HSS213*,Issues in Contemporary World,4,A,10.0,9.8
324,Student 13,Semester 8,CSE342*,Pattern Recognition,4,A+,10.0,9.8
325,Student 13,Semester 1,CSE111,Digital Circuits,4,A-,9.4,9.4
326,Student 13,Semester 8,CSE499B,BTech Project,6,A,10.0,9.8
327,Student 13,Semester 8,PHY302,Semiconductors and Optics,4,A,10.0,9.8
328,Student 13,Semester 7,PHY301,Physics,4,A,10.0,9.77
329,Student 13,Semester 7,CSE691B,Web Intelligence and Big Data,2,A,10.0,9.77
330,Student 13,Semester 7,CSE399A,Independent Project,2,A,10.0,9.77
331,Student 13,Semester 7,CSE640,Collaborative Filtering,4,A,10.0,9.77
332,Student 13,Semester 1,CSE121,Discrete Mathematics,4,A-,9.4,9.4
333,Student 13,Semester 2,CSE112,Computer Organisation,4,A+,9.8,9.6
334,Student 13,Semester 7,CSE340*,Image Analysis ,4,A,10.0,9.77
335,Student 13,Semester 2,CSE102,Data Structures and Algorithms,4,A,9.8,9.6
336,Student 13,Semester 7,CSE499,BTech Project,4,A,10.0,9.77
337,Student 13,Semester 2,CSE122*,Theory of Computation,4,A,9.8,9.6
338,Student 13,Semester 6,CSE337,Embedded Systems,4,A,10.0,9.74
339,Student 13,Semester 2,MTH101,Linear Algebra and Advanced Calculus,4,A,9.8,9.6
340,Student 13,Semester 2,HSS101*,Technology and Society,4,A-,9.8,9.6
341,Student 13,Semester 6,CSE734,Advance Topics in Mobile Computing,4,A+,10.0,9.74
342,Student 13,Semester 6,CSE399,Independent Project,4,A,10.0,9.74
343,Student 13,Semester 3,COM201,Critical Reading,4,A,9.6,9.6
344,Student 13,Semester 5,CSE399A,Independent Project,2,A,9.64,9.69
345,Student 13,Semester 5,CSE546,Applied Cryptography,4,A,9.64,9.69
346,Student 13,Semester 3,MTH201,Probability and Statistics ,4,A-,9.6,9.6
347,Student 13,Semester 3,CSE201,Advanced Programming,4,A+,9.6,9.6
348,Student 13,Semester 5,CSE535,Mobile Computing,4,A,9.64,9.69
