SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
54,Student 2,Semester 1,COM101,Communication Skills,4,A-,7.2,7.2
55,Student 2,Semester 4,CSE232,Computer Networks,4,C-,4.6,5.56
56,Student 2,Semester 8,HSS212*,Critical Thinking,4,C,8.0,6.89
57,Student 2,Semester 4,HSS204*,Introduction to Psychology,4,D,4.6,5.56
58,Student 2,Semester 8,CSE501,Designing Human-Centered Systems,4,C,8.0,6.89
59,Student 2,Semester 7,BIO303*,Introduction to Mathematical Biology,4,A,7.8,6.74
60,Student 2,Semester 4,CSE202,Fundamentals of Database Systems,4,C-,4.6,5.56
61,Student 2,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,B,7.75,6.5
62,Student 2,Semester 6,CSE500A,Secure Coding,2,C-,7.75,6.5
63,Student 2,Semester 8,CSE510A,Big Data Analytics,2,A,8.0,6.89
64,Student 2,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,4.6,5.56
65,Student 2,Semester 6,MTH201,Probability and Statistics ,4,B,7.75,6.5
66,Student 2,Semester 7,ECO304*,Introduction to Game Theory,4,C-,7.8,6.74
67,Student 2,Semester 1,MTH100,Maths I,4,D,7.2,7.2
68,Student 2,Semester 3,CSE231,Operating Systems ,4,D,4.8,6.0
69,Student 2,Semester 6,DES130,Introduction to Engineering Design,4,C,7.75,6.5
70,Student 2,Semester 8,CSE421,Complexity Theory,4,W,8.0,6.89
71,Student 2,Semester 8,CSE530,Distributed Systems,4,A-,8.0,6.89
72,Student 2,Semester 6,CSE322,Theory of Computation,4,B,7.75,6.5
73,Student 2,Semester 3,CSE201,Advanced Programming,4,C-,4.8,6.0
74,Student 2,Semester 5,MTH303,Graph Theory,4,B,8.0,6.14
75,Student 2,Semester 5,CSE640,Collaborative Filtering,4,B-,8.0,6.14
76,Student 2,Semester 2,ECE101,Basic Electronic Circuits,4,F,2.8,6.29
77,Student 2,Semester 1,CSE111,Digital Circuits,4,C-,7.2,7.2
78,Student 2,Semester 5,CSE300,Software Engineering ,4,B,8.0,6.14
79,Student 2,Semester 3,ESC202,Digital Communication,4,F,4.8,6.0
80,Student 2,Semester 1,CSE131,System Management,4,B,7.2,7.2
81,Student 2,Semester 5,COM301,Technical Communication,4,B,8.0,6.14
82,Student 2,Semester 6,HSS208*,Theory and Practice of Engineering Ethics,4,A,7.75,6.5
83,Student 2,Semester 2,CSE102,Data Structures and Algorithms,4,D,2.8,6.29
84,Student 2,Semester 7,BIO300,Foundations of Biology-I,4,C,7.8,6.74
85,Student 2,Semester 2,HSS205*,Introduction to Sociology,4,F,2.8,6.29
86,Student 2,Semester 8,CSE999A,Distance Course in CSE,2,S,8.0,6.89
87,Student 2,Semester 2,CSE112,Computer Organisation,4,D,2.8,6.29
88,Student 3,Semester 2,CSE112,Computer Organisation,4,D,3.8,5.43
89,Student 3,Semester 1,MTH100,Maths I,4,D,5.0,5.75
90,Student 3,Semester 2,ECE101,Basic Electronic Circuits,4,F,3.8,5.43
91,Student 3,Semester 2,CSE102,Data Structures and Algorithms,4,F,3.8,5.43
92,Student 3,Semester 1,CSE101,Introduction to Programming,4,D,5.0,5.75
93,Student 3,Semester 1,CSE131,System Management,4,B-,5.0,5.75
94,Student 3,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,3.8,5.43
95,Student 3,Semester 2,MTH201,Probability and Statistics ,4,D,3.8,5.43
96,Student 3,Semester 1,CSE111,Digital Circuits,4,F,5.0,5.75
97,Student 3,Semester 1,COM101,Communication Skills,4,B,5.0,5.75
98,Student 4,Semester 7,CSE343,Machine Learning,4,B,8.4,8.6
99,Student 4,Semester 6,CSE531,Multiagent Systems,4,B,8.6,8.63
100,Student 4,Semester 3,CSE121,Discrete Mathematics,4,B,9.2,8.6
101,Student 4,Semester 2,CSE102,Data Structures and Algorithms,4,A,8.8,8.3
102,Student 4,Semester 2,MTH201,Probability and Statistics ,4,A-,8.8,8.3
103,Student 4,Semester 7,CSE499,BTech Project,4,B,8.4,8.6
104,Student 4,Semester 6,HSS212*,Critical Thinking,4,A-,8.6,8.63
105,Student 4,Semester 2,CSE112,Computer Organisation,4,A,8.8,8.3
106,Student 4,Semester 3,CSE201,Advanced Programming,4,A-,9.2,8.6
107,Student 4,Semester 3,COM201B,Critical Reading,4,A,9.2,8.6
108,Student 4,Semester 7,CSE399,Independent Project,4,B,8.4,8.6
109,Student 4,Semester 1,MTH100,Maths I,4,B-,7.8,7.8
110,Student 4,Semester 5,CSE506,Data Mining,4,A-,8.8,8.64
111,Student 4,Semester 4,ESC206,Computational Genomics,4,A,8.6,8.6
112,Student 4,Semester 5,COM301,Technical Communication,4,B-,8.8,8.64
113,Student 4,Semester 4,HSS206*,Introduction to Film Studies,4,B,8.6,8.6
114,Student 4,Semester 5,CSE300,Software Engineering ,4,A-,8.8,8.64
115,Student 4,Semester 8,CSE499,BTech Project,4,A-,8.0,8.55
116,Student 4,Semester 8,HSS216*,Positive Psychology,4,B-,8.0,8.55
117,Student 4,Semester 8,CSE694F,Multimedia Security,4,B,8.0,8.55
118,Student 4,Semester 4,CSE232,Computer Networks,4,A-,8.6,8.6
119,Student 4,Semester 2,HSS101*,Technology and Society,4,B-,8.8,8.3
120,Student 4,Semester 1,CSE101,Introduction to Programming,4,B-,7.8,7.8
121,Student 4,Semester 3,ESC202,Digital Communication,4,A-,9.2,8.6
122,Student 4,Semester 6,CSE342*,Pattern Recognition,4,B-,8.6,8.63
123,Student 4,Semester 5,CSE535,Mobile Computing,4,A,8.8,8.64
124,Student 4,Semester 1,COM101,Communication Skills,4,B,7.8,7.8
125,Student 4,Semester 6,CSE399,Independent Project,4,A,8.6,8.63
126,Student 4,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.6,8.6
127,Student 4,Semester 7,CSE539,Cellular Data Networks,4,A,8.4,8.6
128,Student 4,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,8.6,8.6
129,Student 4,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,A-,8.6,8.63
130,Student 4,Semester 2,ECE101,Basic Electronic Circuits,4,B,8.8,8.3
131,Student 4,Semester 3,CSE231,Operating Systems ,4,A,9.2,8.6
132,Student 4,Semester 1,CSE131,System Management,4,A-,7.8,7.8
133,Student 4,Semester 1,CSE111,Digital Circuits,4,B,7.8,7.8
134,Student 4,Semester 7,CSE507,Database System Implementation,4,B,8.4,8.6
135,Student 4,Semester 5,CSE340*,Image Analysis ,4,A-,8.8,8.64
136,Student 5,Semester 6,ESC205,Environmental Sciences,4,B,7.0,5.82
137,Student 5,Semester 5,CSE300,Software Engineering ,4,C,5.4,5.57
138,Student 5,Semester 4,CSE232,Computer Networks,4,D,5.2,5.61
139,Student 5,Semester 6,CSE694F,Multimedia Security,4,B-,7.0,5.82
140,Student 5,Semester 4,HSS209*,Music Appreciation,4,C,5.2,5.61
141,Student 5,Semester 1,CSE101,Introduction to Programming,4,D,5.2,6.0
142,Student 5,Semester 4,CSE202,Fundamentals of Database Systems,4,F,5.2,5.61
143,Student 5,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,5.2,5.61
144,Student 5,Semester 8,HSS204*,Introduction to Psychology,4,B-,6.4,5.89
145,Student 5,Semester 3,CSE121,Discrete Mathematics,4,C-,6.0,5.5
146,Student 5,Semester 1,MTH100,Maths I,4,C-,5.2,6.0
147,Student 5,Semester 1,CSE131,System Management,4,B-,5.2,6.0
148,Student 5,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.6,5.22
149,Student 5,Semester 2,ECE101,Basic Electronic Circuits,4,D,4.6,5.22
150,Student 5,Semester 2,MTH201,Probability and Statistics ,4,C-,4.6,5.22
151,Student 5,Semester 7,CSE345,Foundations of Computer Security,4,C-,5.8,5.82
152,Student 5,Semester 6,CSE202,Fundamentals of Database Systems,4,C,7.0,5.82
153,Student 5,Semester 5,CSE111,Digital Circuits,4,C-,5.4,5.57
154,Student 5,Semester 5,CSE340*,Image Analysis ,4,B-,5.4,5.57
155,Student 5,Semester 7,ECO304*,Introduction to Game Theory,4,C-,5.8,5.82
156,Student 5,Semester 1,CSE111,Digital Circuits,4,F,5.2,6.0
157,Student 5,Semester 7,CSE539,Cellular Data Networks,4,B-,5.8,5.82
158,Student 5,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B-,6.4,5.89
159,Student 5,Semester 7,HSS210*,History of Indian National Movement,4,C,5.8,5.82
160,Student 5,Semester 3,CSE201,Advanced Programming,4,C-,6.0,5.5
161,Student 5,Semester 3,CSE231,Operating Systems ,4,C,6.0,5.5
162,Student 5,Semester 8,PHY303,Opto-Electronics,4,C,6.4,5.89
163,Student 5,Semester 5,COM301,Technical Communication,4,C-,5.4,5.57
164,Student 5,Semester 7,FIN401,Foundations of Finance ,4,C,5.8,5.82
165,Student 5,Semester 3,COM201A,Critical Reading,4,C,6.0,5.5
166,Student 5,Semester 8,CSE501,Designing Human-Centered Systems,4,D,6.4,5.89
167,Student 5,Semester 2,HSS202*,Perspectives on Knowledge,4,D,4.6,5.22
168,Student 5,Semester 8,CSE530,Distributed Systems,4,B,6.4,5.89
169,Student 5,Semester 1,COM101,Communication Skills,4,B,5.2,6.0
170,Student 5,Semester 3,ESC201,Transducer And Signal Conditioning,4,B,6.0,5.5
171,Student 5,Semester 6,HSS214*,Indian Society,4,A-,7.0,5.82
172,Student 5,Semester 2,CSE112,Computer Organisation,4,C,4.6,5.22
173,Student 5,Semester 6,CSE531,Multiagent Systems,4,C-,7.0,5.82
174,Student 5,Semester 4,ESC206,Computational Genomics,4,A-,5.2,5.61
175,Student 5,Semester 5,ECO301,Introduction to Economic Analysis,4,D,5.4,5.57
176,Student 6,Semester 8,ECO303,Economics of Information and IT,4,B-,8.25,8.15
177,Student 6,Semester 2,HSS101*,Technology and Society,4,C,8.4,8.4
178,Student 6,Semester 7,ECO304*,Introduction to Game Theory,4,B,7.75,8.13
179,Student 6,Semester 2,CSE112,Computer Organisation,4,A-,8.4,8.4
180,Student 6,Semester 4,ESC206,Computational Genomics,4,A,8.0,8.25
181,Student 6,Semester 4,CSE232,Computer Networks,4,B-,8.0,8.25
182,Student 6,Semester 8,HSS204*,Introduction to Psychology,4,A-,8.25,8.15
183,Student 6,Semester 3,CSE231,Operating Systems ,4,A-,8.2,8.33
184,Student 6,Semester 3,ESC202,Digital Communication,4,A-,8.2,8.33
185,Student 6,Semester 1,CSE101,Introduction to Programming,4,B-,8.4,8.4
186,Student 6,Semester 6,HSS213*,Issues in Contemporary World,4,A-,7.89,8.19
187,Student 6,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,8.0,8.25
188,Student 6,Semester 5,CSE535,Mobile Computing,4,B,8.2,8.24
189,Student 6,Semester 3,CSE121,Discrete Mathematics,4,B-,8.2,8.33
190,Student 6,Semester 1,COM101,Communication Skills,4,B,8.4,8.4
191,Student 6,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.0,8.25
192,Student 6,Semester 1,CSE131,System Management,4,A-,8.4,8.4
193,Student 6,Semester 8,CSE694F,Multimedia Security,4,B,8.25,8.15
194,Student 6,Semester 8,CSE561,Probabilistic Graphical Models,4,A-,8.25,8.15
195,Student 6,Semester 2,CSE102,Data Structures and Algorithms,4,B,8.4,8.4
196,Student 6,Semester 5,CSE300,Software Engineering ,4,B,8.2,8.24
197,Student 6,Semester 6,CSE500A,Secure Coding,2,A-,7.89,8.19
198,Student 6,Semester 8,CSE999A,Distance Course in CSE,2,S,8.25,8.15
199,Student 6,Semester 5,CSE546,Applied Cryptography,4,B,8.2,8.24
200,Student 6,Semester 2,ECE101,Basic Electronic Circuits,4,A-,8.4,8.4
201,Student 6,Semester 7,CSE343,Machine Learning,4,B-,7.75,8.13
202,Student 6,Semester 6,ECO302,Applied Econometric Analysis,4,A-,7.89,8.19
203,Student 6,Semester 4,HSS206*,Introduction to Film Studies,4,B-,8.0,8.25
204,Student 6,Semester 6,CSE342*,Pattern Recognition,4,B-,7.89,8.19
205,Student 6,Semester 3,COM201B,Critical Reading,4,A-,8.2,8.33
206,Student 6,Semester 2,MTH201,Probability and Statistics ,4,A,8.4,8.4
207,Student 6,Semester 5,COM301,Technical Communication,4,B,8.2,8.24
208,Student 6,Semester 7,CSE340*,Image Analysis ,4,B,7.75,8.13
209,Student 6,Semester 1,MTH100,Maths I,4,A,8.4,8.4
210,Student 6,Semester 1,CSE111,Digital Circuits,4,B,8.4,8.4
211,Student 6,Semester 7,HSS210*,History of Indian National Movement,4,B,7.75,8.13
212,Student 6,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,C,7.89,8.19
213,Student 6,Semester 5,ECO301,Introduction to Economic Analysis,4,A-,8.2,8.24
214,Student 6,Semester 3,CSE201,Advanced Programming,4,B-,8.2,8.33
215,Student 7,Semester 3,CSE231,Operating Systems ,4,A,9.0,9.13
216,Student 7,Semester 8,CSE499C,External BTech Project,12,A,10.0,8.78
217,Student 7,Semester 7,CSE301,Compilers,4,B-,7.6,8.67
218,Student 7,Semester 3,CSE201,Advanced Programming,4,B,9.0,9.13
219,Student 7,Semester 4,HSS206*,Introduction to Film Studies,4,B,8.4,8.95
220,Student 7,Semester 4,CSE232,Computer Networks,4,A-,8.4,8.95
221,Student 7,Semester 3,CSE121,Discrete Mathematics,4,B,9.0,9.13
222,Student 7,Semester 5,COM301,Technical Communication,4,A,8.4,8.84
223,Student 7,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.4,8.95
224,Student 7,Semester 7,CSE399,Independent Project,4,B-,7.6,8.67
225,Student 7,Semester 2,HSS101*,Technology and Society,4,A,9.6,9.2
226,Student 7,Semester 1,CSE101,Introduction to Programming,4,B,8.8,8.8
227,Student 7,Semester 7,HSS210*,History of Indian National Movement,4,A-,7.6,8.67
228,Student 7,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,8.4,8.95
229,Student 7,Semester 6,DES302,Animations and Graphics,4,B,8.9,8.85
230,Student 7,Semester 7,CSE340*,Image Analysis ,4,B-,7.6,8.67
231,Student 7,Semester 2,CSE112,Computer Organisation,4,A,9.6,9.2
232,Student 7,Semester 5,CSE300,Software Engineering ,4,A-,8.4,8.84
233,Student 7,Semester 3,ESC202,Digital Communication,4,A,9.0,9.13
234,Student 7,Semester 5,CSE535,Mobile Computing,4,B,8.4,8.84
235,Student 7,Semester 6,CSE531,Multiagent Systems,4,B,8.9,8.85
236,Student 7,Semester 1,COM101,Communication Skills,4,B,8.8,8.8
237,Student 7,Semester 6,CSE499,BTech Project,4,A-,8.9,8.85
238,Student 7,Semester 5,CSE399,Independent Project,4,A,8.4,8.84
239,Student 7,Semester 6,CSE500A,Secure Coding,2,A-,8.9,8.85
240,Student 7,Semester 7,CSE539,Cellular Data Networks,4,B,7.6,8.67
241,Student 7,Semester 5,CSE546,Applied Cryptography,4,C-,8.4,8.84
242,Student 7,Semester 6,CSE501,Designing Human-Centered Systems,4,A,8.9,8.85
243,Student 7,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,A+,8.9,8.85
244,Student 7,Semester 2,ECE101,Basic Electronic Circuits,4,A,9.6,9.2
245,Student 7,Semester 2,CSE102,Data Structures and Algorithms,4,B,9.6,9.2
246,Student 7,Semester 1,CSE131,System Management,4,A-,8.8,8.8
247,Student 7,Semester 2,MTH201,Probability and Statistics ,4,A,9.6,9.2
248,Student 7,Semester 4,ESC206,Computational Genomics,4,A,8.4,8.95
249,Student 7,Semester 3,COM201B,Critical Reading,4,A-,9.0,9.13
250,Student 7,Semester 1,MTH100,Maths I,4,A,8.8,8.8
251,Student 7,Semester 1,CSE111,Digital Circuits,4,A-,8.8,8.8
252,Student 8,Semester 3,CSE231,Operating Systems ,4,B,7.4,6.73
253,Student 8,Semester 2,CSE112,Computer Organisation,4,B-,6.0,6.4
254,Student 8,Semester 5,CSE539,Cellular Data Networks,4,A,8.2,7.16
255,Student 8,Semester 2,CSE102,Data Structures and Algorithms,4,D,6.0,6.4
256,Student 8,Semester 6,CSE499,BTech Project,4,A-,8.89,7.42
257,Student 8,Semester 3,ESC205,Environmental Sciences,4,B,7.4,6.73
258,Student 8,Semester 8,CSE635,Programming Cloud Services for Mobile Applications,4,B,7.5,7.61
259,Student 8,Semester 1,COM101,Communication Skills,4,B,6.8,6.8
260,Student 8,Semester 6,CSE530,Distributed Systems,4,B-,8.89,7.42
261,Student 8,Semester 4,ESC206,Computational Genomics,4,B,7.4,6.9
262,Student 8,Semester 3,COM201A,Critical Reading,4,B,7.4,6.73
263,Student 8,Semester 8,HSS213*,Issues in Contemporary World,4,B,7.5,7.61
264,Student 8,Semester 6,CSE344,Computer Vision,4,A-,8.89,7.42
265,Student 8,Semester 7,CSE499,BTech Project,4,A,8.89,7.62
266,Student 8,Semester 7,CSE399A,Independent Project,2,A,8.89,7.62
267,Student 8,Semester 7,HSS210*,History of Indian National Movement,4,B,8.89,7.62
268,Student 8,Semester 7,CSE350,Network Security,4,A-,8.89,7.62
269,Student 8,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,7.4,6.9
270,Student 8,Semester 4,CSE232,Computer Networks,4,B-,7.4,6.9
271,Student 8,Semester 5,CSE535,Mobile Computing,4,A-,8.2,7.16
272,Student 8,Semester 7,CSE444,Computer Vision Applications,4,B,8.89,7.62
273,Student 8,Semester 5,COM301,Technical Communication,4,B-,8.2,7.16
274,Student 8,Semester 3,CSE121,Discrete Mathematics,4,C-,7.4,6.73
275,Student 8,Semester 3,CSE201,Advanced Programming,4,B,7.4,6.73
276,Student 8,Semester 2,ECE101,Basic Electronic Circuits,4,C-,6.0,6.4
277,Student 8,Semester 6,CSE399A,Independent Project,2,A,8.89,7.42
278,Student 8,Semester 1,CSE131,System Management,4,B,6.8,6.8
279,Student 8,Semester 8,CSE499A,BTech Project,8,B-,7.5,7.61
280,Student 8,Semester 6,CSE399,Independent Project,4,A,8.89,7.42
281,Student 8,Semester 1,CSE101,Introduction to Programming,4,C,6.8,6.8
282,Student 8,Semester 1,CSE111,Digital Circuits,4,C-,6.8,6.8
283,Student 8,Semester 2,HSS205*,Introduction to Sociology,4,B-,6.0,6.4
284,Student 8,Semester 4,HSS209*,Music Appreciation,4,B,7.4,6.9
285,Student 8,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.4,6.9
286,Student 8,Semester 2,MTH201,Probability and Statistics ,4,B-,6.0,6.4
287,Student 8,Semester 1,MTH100,Maths I,4,B-,6.8,6.8
288,Student 8,Semester 5,CSE300,Software Engineering ,4,B,8.2,7.16
289,Student 8,Semester 5,ECO301,Introduction to Economic Analysis,4,B-,8.2,7.16
290,Student 9,Semester 7,CSE345,Foundations of Computer Security,4,C-,6.0,6.17
291,Student 9,Semester 7,CSE535,Mobile Computing,4,C,6.0,6.17
292,Student 9,Semester 5,CSE300,Software Engineering ,4,C,7.0,6.16
293,Student 9,Semester 1,CSE131,System Management,4,B-,6.4,6.4
294,Student 9,Semester 2,MTH201,Probability and Statistics ,4,C-,5.8,6.1
295,Student 9,Semester 3,CSE201,Advanced Programming,4,D,6.4,6.2
296,Student 9,Semester 4,ESC205,Environmental Sciences,4,B,5.2,5.95
297,Student 9,Semester 7,FIN401,Foundations of Finance ,4,B-,6.0,6.17
298,Student 9,Semester 3,ESC201,Transducer And Signal Conditioning,4,B,6.4,6.2
299,Student 9,Semester 1,MTH100,Maths I,4,C-,6.4,6.4
300,Student 9,Semester 8,HSS208*,Theory and Practice of Engineering Ethics,4,C,5.33,6.11
301,Student 9,Semester 4,CSE232,Computer Networks,4,D,5.2,5.95
302,Student 9,Semester 5,CSE539,Cellular Data Networks,4,A,7.0,6.16
303,Student 9,Semester 5,COM301,Technical Communication,4,B-,7.0,6.16
304,Student 9,Semester 2,CSE102,Data Structures and Algorithms,4,C,5.8,6.1
305,Student 9,Semester 2,ECE101,Basic Electronic Circuits,4,C-,5.8,6.1
306,Student 9,Semester 7,HSS210*,History of Indian National Movement,4,B-,6.0,6.17
307,Student 9,Semester 4,CSE202,Fundamentals of Database Systems,4,D,5.2,5.95
308,Student 9,Semester 1,CSE111,Digital Circuits,4,C,6.4,6.4
309,Student 9,Semester 1,COM101,Communication Skills,4,B,6.4,6.4
310,Student 9,Semester 3,CSE121,Discrete Mathematics,4,C-,6.4,6.2
311,Student 9,Semester 3,CSE231,Operating Systems ,4,B-,6.4,6.2
312,Student 9,Semester 6,CSE530,Distributed Systems,4,B,6.4,6.2
313,Student 9,Semester 6,BIO303*,Introduction to Mathematical Biology,4,B-,6.4,6.2
314,Student 9,Semester 7,BIO300,Foundations of Biology-I,4,C-,6.0,6.17
315,Student 9,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,5.8,6.1
316,Student 9,Semester 6,HSS213*,Issues in Contemporary World,4,B,6.4,6.2
317,Student 9,Semester 3,COM201B,Critical Reading,4,B,6.4,6.2
318,Student 9,Semester 2,CSE112,Computer Organisation,4,C,5.8,6.1
319,Student 9,Semester 1,CSE101,Introduction to Programming,4,C,6.4,6.4
320,Student 9,Semester 8,CSE501,Designing Human-Centered Systems,4,C,5.33,6.11
321,Student 9,Semester 4,HSS209*,Music Appreciation,4,C,5.2,5.95
322,Student 9,Semester 8,CSE561,Probabilistic Graphical Models,4,D,5.33,6.11
323,Student 9,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,5.2,5.95
324,Student 9,Semester 6,PHY302,Semiconductors and Optics,4,C-,6.4,6.2
325,Student 9,Semester 5,PHY301,Physics,4,C,7.0,6.16
326,Student 9,Semester 5,ECO301,Introduction to Economic Analysis,4,C,7.0,6.16
327,Student 9,Semester 6,CSE602,Program Optimization,4,D,6.4,6.2
328,Student 10,Semester 4,CSE202,Fundamentals of Database Systems,4,F,4.8,5.57
329,Student 10,Semester 4,ESC205,Environmental Sciences,4,B,4.8,5.57
330,Student 10,Semester 4,HSS209*,Music Appreciation,4,B-,4.8,5.57
331,Student 10,Summer Term 4,CSE999A,Distance Course in CSE,2,S,6.0,6.34
332,Student 10,Summer Term 4,HSS999A,Distance Course in HSS,2,S,6.0,6.34
333,Student 10,Semester 8,CSE399,Independent Project,4,B,7.67,6.34
334,Student 10,Semester 3,CSE231,Operating Systems ,4,C-,5.0,5.27
335,Student 10,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,D,5.6,5.75
336,Student 10,Semester 8,DES130,Introduction to Engineering Design,4,B-,7.67,6.34
337,Student 10,Semester 3,COM201A,Critical Reading,4,C,5.0,5.27
338,Student 10,Semester 5,CSE121,Discrete Mathematics,4,C-,6.4,5.79
339,Student 10,Semester 1,MTH100,Maths I,4,D,5.4,5.4
340,Student 10,Semester 5,CSE539,Cellular Data Networks,4,A,6.4,5.79
341,Student 10,Semester 1,CSE101,Introduction to Programming,4,C-,5.4,5.4
342,Student 10,Semester 5,ESC501*,Robotics,4,D,6.4,5.79
343,Student 10,Semester 8,CSE501,Designing Human-Centered Systems,4,B,7.67,6.34
344,Student 10,Semester 4,CSE232,Computer Networks,4,C-,4.8,5.57
345,Student 10,Semester 7,BIO303*,Introduction to Mathematical Biology,4,B,7.0,6.08
346,Student 10,Semester 7,HSS210*,History of Indian National Movement,4,B,7.0,6.08
347,Student 10,Summer Term 4,CSE200A,Competitive Programming,2,C,6.0,6.34
348,Student 10,Semester 2,MTH201,Probability and Statistics ,4,D,2.8,5.0
349,Student 10,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,7.67,6.34
350,Student 10,Semester 3,CSE121,Discrete Mathematics,4,F,5.0,5.27
